	ABC.id
21141	chr1:91631599-91632099_HFM1
21354	chr1:91631599-91632099_TGFBR3
21133	chr1:92021643-92022143_CDC7
21122	chr1:92021643-92022143_ZNF644
21350	chr1:92021643-92022143_TGFBR3
21138	chr1:92021643-92022143_HFM1
21134	chr1:92044218-92044718_CDC7
21344	chr1:92044218-92044718_RPAP2
21351	chr1:92044218-92044718_TGFBR3
21135	chr1:92056664-92057164_CDC7
21832	chr1:93270228-93270728_MTF2
21820	chr1:93270228-93270728_RPL5
21353	chr1:93270228-93270728_TGFBR3
21833	chr1:93456343-93456843_MTF2
21813	chr1:93456343-93456843_TMED5
21821	chr1:93456343-93456843_RPL5
21817	chr1:93456343-93456843_DR1
21359	chr1:93456343-93456843_GLMN
21805	chr1:93456343-93456843_BCAR3
21825	chr1:93456343-93456843_CCDC18
21809	chr1:93456343-93456843_EVI5
21830	chr1:93499212-93499712_FNBP1L
21818	chr1:93499212-93499712_DR1
21814	chr1:93499212-93499712_TMED5
21806	chr1:93499212-93499712_BCAR3
21807	chr1:93507870-93508370_BCAR3
21827	chr1:93507870-93508370_CCDC18
22299	chr1:93507870-93508370_GCLM
21349	chr1:93507870-93508370_RPAP2
21815	chr1:93507870-93508370_TMED5
22302	chr1:93507870-93508370_DNTTIP2
21831	chr1:93507870-93508370_FNBP1L
21819	chr1:93507870-93508370_DR1
65126	chr1:95550085-95550585_ALG14
65110	chr1:95550085-95550585_RWDD3
65118	chr1:95550085-95550585_TMEM56
65102	chr1:95550085-95550585_ABCD3
65121	chr1:95550916-95551416_TMEM56
65113	chr1:95550916-95551416_RWDD3
65129	chr1:95550916-95551416_ALG14
65125	chr1:95552635-95553135_ALG14
65101	chr1:95552635-95553135_ABCD3
65117	chr1:95552635-95553135_TMEM56
65123	chr1:95558796-95559296_TMEM56
65131	chr1:95558796-95559296_ALG14
65116	chr1:95560386-95560886_TMEM56
65124	chr1:95560386-95560886_ALG14
65119	chr1:95576491-95576991_TMEM56
65127	chr1:95576491-95576991_ALG14
65103	chr1:95576491-95576991_ABCD3
65128	chr1:95579165-95579665_ALG14
65120	chr1:95579165-95579665_TMEM56
65130	chr1:95581122-95581622_ALG14
65114	chr1:95581122-95581622_RWDD3
65122	chr1:95581122-95581622_TMEM56
23464	chr1:100233947-100234447_SLC35A3
23509	chr1:100233947-100234447_FRRS1
23484	chr1:100233947-100234447_TRMT13
23493	chr1:100237097-100237597_DBT
23510	chr1:100237097-100237597_FRRS1
23522	chr1:100237097-100237597_AGL
23471	chr1:100237097-100237597_CDC14A
23502	chr1:100274234-100274734_RTCA
23482	chr1:100274234-100274734_PALMD
23472	chr1:100274234-100274734_CDC14A
23486	chr1:100274234-100274734_TRMT13
23524	chr1:100807989-100808489_AGL
23512	chr1:100807989-100808489_FRRS1
23503	chr1:100807989-100808489_RTCA
23732	chr1:100807989-100808489_SLC30A7
23718	chr1:100807989-100808489_DPH5
23495	chr1:100807989-100808489_DBT
23483	chr1:100807989-100808489_PALMD
23467	chr1:100807989-100808489_SLC35A3
23488	chr1:101251218-101251718_TRMT13
23726	chr1:101251218-101251718_EXTL2
23719	chr1:101251218-101251718_DPH5
23504	chr1:101251218-101251718_RTCA
23525	chr1:101251218-101251718_AGL
23496	chr1:101251218-101251718_DBT
23474	chr1:101251218-101251718_CDC14A
23475	chr1:101252399-101252899_CDC14A
23526	chr1:101252399-101252899_AGL
23469	chr1:101252399-101252899_SLC35A3
23489	chr1:101252399-101252899_TRMT13
23727	chr1:101252399-101252899_EXTL2
23720	chr1:101252399-101252899_DPH5
23497	chr1:101252399-101252899_DBT
23519	chr1:101584838-101585338_SASS6
23490	chr1:101584838-101585338_TRMT13
23499	chr1:101593902-101594402_DBT
23507	chr1:101593902-101594402_RTCA
23730	chr1:101723378-101723878_EXTL2
23737	chr1:101723378-101723878_SLC30A7
23724	chr1:101748967-101749467_DPH5
23731	chr1:101748967-101749467_EXTL2
23479	chr1:101748967-101749467_CDC14A
3623	chr11:32407465-32407965_QSER1
3745	chr11:32407465-32407965_TCP11L1
63065	chr11:32407465-32407965_PAX6
3645	chr11:32407465-32407965_HIPK3
63068	chr11:32407465-32407965_IMMP1L
3638	chr11:33920426-33921307_HIPK3
3661	chr11:33920426-33921307_DEPDC7
3668	chr11:33920426-33921307_CAT
3622	chr11:33934217-33934717_QSER1
3647	chr11:33934217-33934717_FBXO3
3732	chr11:33934217-33934717_CSTF3
3740	chr11:33934217-33934717_TCP11L1
3625	chr11:33934217-33934717_CD59
3605	chr11:33934217-33934717_LMO2
3648	chr11:33954253-33954753_FBXO3
3670	chr11:33954253-33954753_CAT
3606	chr11:33954253-33954753_LMO2
3640	chr11:33954253-33954753_HIPK3
3746	chr11:33954253-33954753_PDHX
3741	chr11:33954253-33954753_TCP11L1
3742	chr11:33958750-33959250_TCP11L1
3641	chr11:33958750-33959250_HIPK3
3671	chr11:33958750-33959250_CAT
3607	chr11:33958750-33959250_LMO2
3692	chr11:33958750-33959250_NAT10
3767	chr11:33963074-33963574_APIP
3693	chr11:33963074-33963574_NAT10
3714	chr11:33963074-33963574_CAPRIN1
3608	chr11:33963074-33963574_LMO2
3743	chr11:33963074-33963574_TCP11L1
3665	chr11:33963074-33963574_DEPDC7
3650	chr11:33963074-33963574_FBXO3
3672	chr11:33963074-33963574_CAT
3666	chr11:33966247-33966747_DEPDC7
3768	chr11:33966247-33966747_APIP
3736	chr11:33966247-33966747_CSTF3
3609	chr11:33966247-33966747_LMO2
3715	chr11:33966247-33966747_CAPRIN1
3749	chr11:33966247-33966747_PDHX
3673	chr11:33966247-33966747_CAT
3651	chr11:33966247-33966747_FBXO3
3694	chr11:33966247-33966747_NAT10
3737	chr11:34066396-34066896_CSTF3
3750	chr11:34066396-34066896_PDHX
3644	chr11:34066396-34066896_HIPK3
3652	chr11:34066396-34066896_FBXO3
3769	chr11:34066396-34066896_APIP
3630	chr11:34066396-34066896_CD59
3716	chr11:34066396-34066896_CAPRIN1
3674	chr11:34066396-34066896_CAT
3611	chr11:34392939-34393439_LMO2
3751	chr11:34392939-34393439_PDHX
3631	chr11:34392939-34393439_CD59
3770	chr11:34392939-34393439_APIP
3717	chr11:34392939-34393439_CAPRIN1
3675	chr11:34392939-34393439_CAT
3653	chr11:34392939-34393439_FBXO3
3771	chr11:34448376-34449330_APIP
3676	chr11:34448376-34449330_CAT
3612	chr11:34448376-34449330_LMO2
3719	chr11:34621068-34621568_CAPRIN1
3698	chr11:34621068-34621568_NAT10
3677	chr11:34621068-34621568_CAT
3772	chr11:34621068-34621568_APIP
3613	chr11:34621068-34621568_LMO2
3699	chr11:34621742-34622242_NAT10
3754	chr11:34621742-34622242_PDHX
3720	chr11:34621742-34622242_CAPRIN1
3773	chr11:34621742-34622242_APIP
3614	chr11:34621742-34622242_LMO2
3656	chr11:34621742-34622242_FBXO3
3774	chr11:34625103-34625603_APIP
3700	chr11:34625103-34625603_NAT10
3679	chr11:34625103-34625603_CAT
3635	chr11:34625103-34625603_CD59
3721	chr11:34625103-34625603_CAPRIN1
3755	chr11:34625103-34625603_PDHX
3680	chr11:34640483-34640983_CAT
3636	chr11:34640483-34640983_CD59
3701	chr11:34640483-34640983_NAT10
3658	chr11:34640483-34640983_FBXO3
3722	chr11:34640483-34640983_CAPRIN1
3756	chr11:34640483-34640983_PDHX
3616	chr11:34640483-34640983_LMO2
3775	chr11:34640483-34640983_APIP
3776	chr11:34748676-34749176_APIP
3637	chr11:34748676-34749176_CD59
3757	chr11:34748676-34749176_PDHX
3723	chr11:34748676-34749176_CAPRIN1
3801	chr11:34748676-34749176_TRIM44
3702	chr11:34748676-34749176_NAT10
3681	chr11:34748676-34749176_CAT
3659	chr11:34748676-34749176_FBXO3
3617	chr11:34748676-34749176_LMO2
3703	chr11:34779742-34780242_NAT10
3618	chr11:34779742-34780242_LMO2
3778	chr11:34831109-34831609_APIP
3803	chr11:34831109-34831609_TRIM44
3683	chr11:34831109-34831609_CAT
3804	chr11:34847610-34848110_TRIM44
3727	chr11:35051382-35051882_CAPRIN1
3761	chr11:35051382-35051882_PDHX
3706	chr11:35051382-35051882_NAT10
3805	chr11:35051382-35051882_TRIM44
3781	chr11:35052201-35052701_APIP
3762	chr11:35052201-35052701_PDHX
3806	chr11:35052201-35052701_TRIM44
3810	chr11:35052201-35052701_LDLRAD3
3687	chr11:35058157-35058657_CAT
3708	chr11:35058157-35058657_NAT10
3782	chr11:35058157-35058657_APIP
3807	chr11:35058157-35058657_TRIM44
3688	chr11:35061646-35062146_CAT
3764	chr11:35061646-35062146_PDHX
4382	chr11:56894148-56894648_TNKS1BP1
4418	chr11:56894148-56894648_ZDHHC5
4444	chr11:56894148-56894648_TMX2
4445	chr11:57006747-57007247_TMX2
4407	chr11:57006747-57007247_SSRP1
4383	chr11:57006747-57007247_TNKS1BP1
4419	chr11:57006747-57007247_ZDHHC5
4401	chr11:57006747-57007247_TIMM10
4425	chr11:57006747-57007247_MED19
4437	chr11:57006747-57007247_CTNND1
4413	chr11:57006747-57007247_SLC43A1
4431	chr11:57006747-57007247_CLP1
4420	chr11:57060301-57060801_ZDHHC5
4432	chr11:57060301-57060801_CLP1
4426	chr11:57060301-57060801_MED19
4385	chr11:57200162-57200662_TNKS1BP1
4397	chr11:57200162-57200662_SLC43A3
4391	chr11:57200162-57200662_UBE2L6
4415	chr11:57200162-57200662_SLC43A1
4427	chr11:57200162-57200662_MED19
4439	chr11:57200162-57200662_CTNND1
4433	chr11:57200162-57200662_CLP1
4450	chr11:57668697-57669197_LPXN
4410	chr11:57668697-57669197_SSRP1
4398	chr11:57668697-57669197_SLC43A3
4422	chr11:57668697-57669197_ZDHHC5
4392	chr11:57668697-57669197_UBE2L6
4451	chr11:57681215-57681715_LPXN
4387	chr11:57681215-57681715_TNKS1BP1
4423	chr11:57681215-57681715_ZDHHC5
4429	chr11:57681215-57681715_MED19
4435	chr11:57681215-57681715_CLP1
4464	chr11:58507103-58507603_ZFP91
4538	chr11:58507103-58507603_FAM111A
4442	chr11:58507103-58507603_CTNND1
4453	chr11:58512999-58513872_LPXN
4443	chr11:58512999-58513872_CTNND1
4465	chr11:58512999-58513872_ZFP91
4525	chr11:58512999-58513872_OSBP
4526	chr11:58538208-58538708_OSBP
4466	chr11:58538208-58538708_ZFP91
4553	chr11:58538208-58538708_PATL1
4454	chr11:58538208-58538708_LPXN
4540	chr11:58538208-58538708_FAM111A
4554	chr11:58544259-58544759_PATL1
4455	chr11:58544259-58544759_LPXN
4555	chr11:59304607-59305107_PATL1
4542	chr11:59304607-59305107_FAM111A
4528	chr11:59304607-59305107_OSBP
4577	chr11:59304607-59305107_MRPL16
4567	chr11:59304607-59305107_STX3
4529	chr11:59312708-59313208_OSBP
4457	chr11:59312708-59313208_LPXN
4578	chr11:59312708-59313208_MRPL16
4530	chr11:59317696-59318196_OSBP
4544	chr11:59317696-59318196_FAM111A
4470	chr11:59317696-59318196_ZFP91
4458	chr11:59317696-59318196_LPXN
4570	chr11:59318569-59319069_STX3
4471	chr11:59318569-59319069_ZFP91
4459	chr11:59318569-59319069_LPXN
4531	chr11:59318569-59319069_OSBP
4559	chr11:59323767-59324267_PATL1
4582	chr11:59324683-59325183_MRPL16
4473	chr11:59324683-59325183_ZFP91
4573	chr11:59447936-59448436_STX3
4534	chr11:59447936-59448436_OSBP
4584	chr11:59853321-59853821_MRPL16
4574	chr11:59853321-59853821_STX3
4535	chr11:59853321-59853821_OSBP
4585	chr11:59894578-59895078_MRPL16
4550	chr11:59894578-59895078_FAM111A
4575	chr11:59894578-59895078_STX3
4563	chr11:59894578-59895078_PATL1
4536	chr11:59894578-59895078_OSBP
4586	chr11:59961039-59962022_MRPL16
4564	chr11:59961039-59962022_PATL1
4576	chr11:59961039-59962022_STX3
4690	chr11:59961039-59962022_CCDC86
4695	chr11:59961039-59962022_PRPF19
4691	chr11:60631387-60631887_CCDC86
4700	chr11:60631387-60631887_VPS37C
4844	chr11:60631387-60631887_MYRF
4878	chr11:60631387-60631887_FADS1
4895	chr11:60631387-60631887_CYB561A3
4887	chr11:60631387-60631887_CPSF7
4917	chr11:60631387-60631887_FEN1
4926	chr11:60631387-60631887_TMEM216
4927	chr11:60931712-60932212_TMEM216
4686	chr11:60931712-60932212_TMEM109
4949	chr11:60931712-60932212_RAB3IL1
4701	chr11:60931712-60932212_VPS37C
4941	chr11:60931712-60932212_INCENP
4911	chr11:60931712-60932212_DDB1
4879	chr11:60931712-60932212_FADS1
4957	chr11:60931712-60932212_FTH1
4692	chr11:60931712-60932212_CCDC86
4697	chr11:60931712-60932212_PRPF19
4863	chr11:60931712-60932212_TMEM258
4904	chr11:61637169-61637669_SDHAF2
5160	chr11:61637169-61637669_SLC3A2
5113	chr11:61637169-61637669_TAF6L
5122	chr11:61637169-61637669_NXF1
5132	chr11:61637169-61637669_STX5
4687	chr11:61637169-61637669_TMEM109
5070	chr11:61637169-61637669_EML3
4958	chr11:61637169-61637669_FTH1
5207	chr11:61637169-61637669_EEF1G
5061	chr11:61637169-61637669_ROM1
4912	chr11:61637169-61637669_DDB1
4864	chr11:61637169-61637669_TMEM258
5015	chr11:61637169-61637669_GANAB
5052	chr11:61637169-61637669_MTA2
4880	chr11:61637169-61637669_FADS1
5171	chr11:61637169-61637669_TMEM223
5095	chr11:61637169-61637669_UBXN1
4928	chr11:61637169-61637669_TMEM216
5189	chr11:61637169-61637669_ZBTB3
5088	chr11:61637169-61637669_ASRGL1
5079	chr11:61637169-61637669_B3GAT3
4855	chr11:61637169-61637669_FADS2
4942	chr11:61637169-61637669_INCENP
5181	chr11:61739207-61739707_TMEM179B
5172	chr11:61739207-61739707_TMEM223
5152	chr11:61739207-61739707_POLR2G
5025	chr11:61739207-61739707_AHNAK
4865	chr11:61739207-61739707_TMEM258
5080	chr11:61739207-61739707_B3GAT3
4959	chr11:61739207-61739707_FTH1
5114	chr11:61739207-61739707_TAF6L
4929	chr11:61739207-61739707_TMEM216
4913	chr11:61739207-61739707_DDB1
4935	chr11:61739207-61739707_FADS3
4914	chr11:61792920-61793420_DDB1
5054	chr11:61792920-61793420_MTA2
5200	chr11:61792920-61793420_METTL12
4906	chr11:61792920-61793420_SDHAF2
5034	chr11:61792920-61793420_WDR74
4891	chr11:61792920-61793420_CPSF7
5026	chr11:61792920-61793420_AHNAK
4930	chr11:61792920-61793420_TMEM216
4936	chr11:61792920-61793420_FADS3
4882	chr11:61792920-61793420_FADS1
4944	chr11:61792920-61793420_INCENP
4921	chr11:61792920-61793420_FEN1
5072	chr11:61792920-61793420_EML3
5182	chr11:61792920-61793420_TMEM179B
5153	chr11:61792920-61793420_POLR2G
5081	chr11:61792920-61793420_B3GAT3
5144	chr11:61792920-61793420_BSCL2
5163	chr11:61809407-61809907_SLC3A2
5107	chr11:61809407-61809907_TTC9C
5098	chr11:61809407-61809907_UBXN1
5018	chr11:61809407-61809907_GANAB
4961	chr11:61809407-61809907_FTH1
4892	chr11:61809407-61809907_CPSF7
4937	chr11:61809407-61809907_FADS3
5125	chr11:61809407-61809907_NXF1
4915	chr11:61809407-61809907_DDB1
4907	chr11:61809407-61809907_SDHAF2
4945	chr11:61809407-61809907_INCENP
5135	chr11:61809407-61809907_STX5
4876	chr11:61809407-61809907_TMEM138
5082	chr11:61809407-61809907_B3GAT3
4867	chr11:61809407-61809907_TMEM258
5192	chr11:61809407-61809907_ZBTB3
5035	chr11:61809407-61809907_WDR74
5174	chr11:61809407-61809907_TMEM223
5211	chr11:61872510-61873010_EEF1G
5175	chr11:61872510-61873010_TMEM223
5155	chr11:61872510-61873010_POLR2G
4932	chr11:61872510-61873010_TMEM216
5083	chr11:61872510-61873010_B3GAT3
4916	chr11:61872510-61873010_DDB1
5065	chr11:61872510-61873010_ROM1
4859	chr11:61872510-61873010_FADS2
4908	chr11:61872510-61873010_SDHAF2
5146	chr11:61872510-61873010_BSCL2
4901	chr11:61872510-61873010_CYB561A3
5117	chr11:61872510-61873010_TAF6L
4946	chr11:61872510-61873010_INCENP
5028	chr11:61872510-61873010_AHNAK
5092	chr11:61872510-61873010_ASRGL1
5074	chr11:61872510-61873010_EML3
5099	chr11:61872510-61873010_UBXN1
4706	chr11:61872510-61873010_VPS37C
5036	chr11:61872510-61873010_WDR74
5108	chr11:61872510-61873010_TTC9C
5164	chr11:61872510-61873010_SLC3A2
5184	chr11:61872510-61873010_TMEM179B
5047	chr11:61872510-61873010_TUT1
4868	chr11:61872510-61873010_TMEM258
5136	chr11:61872510-61873010_STX5
4893	chr11:61872510-61873010_CPSF7
4850	chr11:61872510-61873010_MYRF
4962	chr11:61872510-61873010_FTH1
5010	chr11:61872510-61873010_HNRNPUL2
5137	chr11:62164132-62164632_STX5
5057	chr11:62164132-62164632_MTA2
5020	chr11:62164132-62164632_GANAB
5037	chr11:62164132-62164632_WDR74
5048	chr11:62164132-62164632_TUT1
5066	chr11:62164132-62164632_ROM1
5084	chr11:62164132-62164632_B3GAT3
5093	chr11:62164132-62164632_ASRGL1
5147	chr11:62164132-62164632_BSCL2
5156	chr11:62164132-62164632_POLR2G
5185	chr11:62164132-62164632_TMEM179B
5194	chr11:62164132-62164632_ZBTB3
5203	chr11:62164132-62164632_METTL12
5212	chr11:62164132-62164632_EEF1G
5002	chr11:62164132-62164632_INTS5
5109	chr11:62164132-62164632_TTC9C
4894	chr11:62164132-62164632_CPSF7
4885	chr11:62164132-62164632_FADS1
4909	chr11:62164132-62164632_SDHAF2
4924	chr11:62164132-62164632_FEN1
4955	chr11:62164132-62164632_RAB3IL1
4963	chr11:62164132-62164632_FTH1
4925	chr11:62448216-62448716_FEN1
4956	chr11:62448216-62448716_RAB3IL1
5076	chr11:62448216-62448716_EML3
5085	chr11:62448216-62448716_B3GAT3
5157	chr11:62448216-62448716_POLR2G
5094	chr11:62448216-62448716_ASRGL1
5252	chr11:62448216-62448716_LGALS12
5110	chr11:62448216-62448716_TTC9C
5003	chr11:62448216-62448716_INTS5
5119	chr11:62448216-62448716_TAF6L
5138	chr11:62448216-62448716_STX5
5177	chr11:62448216-62448716_TMEM223
5259	chr11:62448216-62448716_ATL3
4940	chr11:62448216-62448716_FADS3
5021	chr11:62448216-62448716_GANAB
5186	chr11:62448216-62448716_TMEM179B
5195	chr11:62448216-62448716_ZBTB3
5196	chr11:63298887-63299387_ZBTB3
5420	chr11:63298887-63299387_GPR137
5436	chr11:63298887-63299387_VEGFB
5382	chr11:63298887-63299387_C11orf84
5050	chr11:63298887-63299387_TUT1
5302	chr11:63298887-63299387_MARK2
5013	chr11:63298887-63299387_HNRNPUL2
5368	chr11:63298887-63299387_RPS6KA4
5068	chr11:63298887-63299387_ROM1
5253	chr11:63298887-63299387_LGALS12
5077	chr11:63298887-63299387_EML3
5344	chr11:63298887-63299387_TRPT1
5388	chr11:63298887-63299387_CCDC88B
5111	chr11:63298887-63299387_TTC9C
5254	chr11:63334758-63335258_LGALS12
5289	chr11:63334758-63335258_C11orf95
5303	chr11:63334758-63335258_MARK2
5275	chr11:63334758-63335258_RCOR2
5130	chr11:63334758-63335258_NXF1
5014	chr11:63334758-63335258_HNRNPUL2
5023	chr11:63334758-63335258_GANAB
5078	chr11:63334758-63335258_EML3
5087	chr11:63334758-63335258_B3GAT3
5103	chr11:63334758-63335258_UBXN1
5197	chr11:63334758-63335258_ZBTB3
5215	chr11:63334758-63335258_EEF1G
5339	chr11:63334758-63335258_RTN3
5421	chr11:63334758-63335258_GPR137
5369	chr11:63334758-63335258_RPS6KA4
5361	chr11:63334758-63335258_FERMT3
5383	chr11:63334758-63335258_C11orf84
5345	chr11:63334758-63335258_TRPT1
5389	chr11:63334758-63335258_CCDC88B
5362	chr11:63570339-63570839_FERMT3
5268	chr11:63570339-63570839_PLCB3
5324	chr11:63570339-63570839_PRDX5
5422	chr11:63570339-63570839_GPR137
5378	chr11:63570339-63570839_OTUB1
5390	chr11:63570339-63570839_CCDC88B
5346	chr11:63570339-63570839_TRPT1
5255	chr11:63570339-63570839_LGALS12
5296	chr11:63570339-63570839_BAD
5318	chr11:63570339-63570839_NAA40
5310	chr11:63570339-63570839_DNAJC4
5494	chr11:63570339-63570839_MAP4K2
5495	chr11:63604627-63605127_MAP4K2
5371	chr11:63604627-63605127_RPS6KA4
5423	chr11:63604627-63605127_GPR137
5263	chr11:63604627-63605127_ATL3
5311	chr11:63604627-63605127_DNAJC4
5333	chr11:63604627-63605127_MACROD1
5291	chr11:63604627-63605127_C11orf95
5319	chr11:63604627-63605127_NAA40
5277	chr11:63604627-63605127_RCOR2
5416	chr11:64102465-64102965_ESRRA
5452	chr11:64102465-64102965_RASGRP2
5408	chr11:64102465-64102965_TRMT112
5448	chr11:64102465-64102965_COX8A
5474	chr11:64102465-64102965_SF1
5380	chr11:64102465-64102965_OTUB1
5964	chr11:64102465-64102965_ZFPL1
5392	chr11:64102465-64102965_CCDC88B
5440	chr11:64102465-64102965_VEGFB
5814	chr11:64102465-64102965_CDCA5
5372	chr11:64102465-64102965_RPS6KA4
5989	chr11:64102465-64102965_SAC3D1
5400	chr11:64102465-64102965_STIP1
5432	chr11:64102465-64102965_FKBP2
5720	chr11:64102465-64102965_CAPN1
5312	chr11:64102465-64102965_DNAJC4
5496	chr11:64102465-64102965_MAP4K2
5695	chr11:64102465-64102965_POLA2
5914	chr11:64102465-64102965_VPS51
5745	chr11:64102465-64102965_PPP2R5B
6014	chr11:64102465-64102965_BATF2
5625	chr11:64102465-64102965_CDC42EP2
5264	chr11:64102465-64102965_ATL3
5278	chr11:64102465-64102965_RCOR2
5342	chr11:64102465-64102965_RTN3
5348	chr11:64102465-64102965_TRPT1
5605	chr11:64102465-64102965_EHD1
5284	chr11:64102465-64102965_PPP1R14B
5864	chr11:64102465-64102965_FAU
5326	chr11:64102465-64102965_PRDX5
5292	chr11:64102465-64102965_C11orf95
5257	chr11:64102465-64102965_LGALS12
5364	chr11:64102465-64102965_FERMT3
5839	chr11:64102465-64102965_MRPL49
5401	chr11:64240339-64240839_STIP1
5518	chr11:64240339-64240839_MEN1
5417	chr11:64240339-64240839_ESRRA
5381	chr11:64240339-64240839_OTUB1
5321	chr11:64240339-64240839_NAA40
5271	chr11:64240339-64240839_PLCB3
5409	chr11:64240339-64240839_TRMT112
5746	chr11:64240339-64240839_PPP2R5B
5606	chr11:64240339-64240839_EHD1
5840	chr11:64240339-64240839_MRPL49
5279	chr11:64240339-64240839_RCOR2
5915	chr11:64240339-64240839_VPS51
5940	chr11:64240339-64240839_SYVN1
6089	chr11:64240339-64240839_FRMD8
5721	chr11:64240339-64240839_CAPN1
5453	chr11:64240339-64240839_RASGRP2
5865	chr11:64240339-64240839_FAU
5307	chr11:64240339-64240839_MARK2
5768	chr11:64240339-64240839_ATG2A
5387	chr11:64240339-64240839_C11orf84
6015	chr11:64240339-64240839_BATF2
5890	chr11:64240339-64240839_TM7SF2
5497	chr11:64240339-64240839_MAP4K2
5365	chr11:64240339-64240839_FERMT3
5258	chr11:64240339-64240839_LGALS12
5475	chr11:64240339-64240839_SF1
5990	chr11:64240339-64240839_SAC3D1
5265	chr11:64240339-64240839_ATL3
5449	chr11:64240339-64240839_COX8A
5433	chr11:64240339-64240839_FKBP2
6065	chr11:64240339-64240839_ARL2
5357	chr11:64240339-64240839_NUDT22
5815	chr11:64240339-64240839_CDCA5
5651	chr11:64240339-64240839_CDC42BPG
5373	chr11:64240339-64240839_RPS6KA4
5366	chr11:64765604-64766104_FERMT3
5891	chr11:64765604-64766104_TM7SF2
5769	chr11:64765604-64766104_ATG2A
5916	chr11:64765604-64766104_VPS51
5866	chr11:64765604-64766104_FAU
6504	chr11:64765604-64766104_FOSL1
5358	chr11:64765604-64766104_NUDT22
5374	chr11:64765604-64766104_RPS6KA4
5816	chr11:64765604-64766104_CDCA5
6182	chr11:64765604-64766104_AP5B1
6458	chr11:64765604-64766104_SART1
6343	chr11:64765604-64766104_KAT5
6041	chr11:64765604-64766104_ZNHIT2
6297	chr11:64765604-64766104_CFL1
6066	chr11:64765604-64766104_ARL2
5627	chr11:64765604-64766104_CDC42EP2
6274	chr11:64765604-64766104_MUS81
5328	chr11:64765604-64766104_PRDX5
5300	chr11:64765604-64766104_BAD
5519	chr11:64765604-64766104_MEN1
6159	chr11:64765604-64766104_FAM89B
5314	chr11:64765604-64766104_DNAJC4
6205	chr11:64765604-64766104_SCYL1
6320	chr11:64765604-64766104_RNASEH2C
5426	chr11:64765604-64766104_GPR137
6435	chr11:64765604-64766104_SSSCA1
5966	chr11:64765604-64766104_ZFPL1
5697	chr11:64765604-64766104_POLA2
6412	chr11:64765604-64766104_EHBP1L1
5434	chr11:64765604-64766104_FKBP2
5991	chr11:64765604-64766104_SAC3D1
5607	chr11:64765604-64766104_EHD1
6016	chr11:64765604-64766104_BATF2
6321	chr11:64918072-64918572_RNASEH2C
6528	chr11:64918072-64918572_SIPA1
6505	chr11:64918072-64918572_FOSL1
6137	chr11:64918072-64918572_CCDC85B
6436	chr11:64918072-64918572_SSSCA1
5942	chr11:64918072-64918572_SYVN1
5917	chr11:64918072-64918572_VPS51
6183	chr11:64918072-64918572_AP5B1
6390	chr11:64918072-64918572_MAP3K11
6459	chr11:64918072-64918572_SART1
6619	chr11:64918072-64918572_EIF1AD
6017	chr11:64918072-64918572_BATF2
5842	chr11:64918072-64918572_MRPL49
5967	chr11:64918072-64918572_ZFPL1
6482	chr11:64918072-64918572_DRAP1
6367	chr11:64918072-64918572_RELA
5673	chr11:64918072-64918572_SPDYC
5395	chr11:64918072-64918572_CCDC88B
5792	chr11:64918072-64918572_DPF2
5653	chr11:64918072-64918572_CDC42BPG
