	group
4221	chr11.3
4175	chr11.3
4133	chr11.3
4126	chr11.3
4230	chr11.3
4162	chr11.3
4092	chr11.3
4155	chr11.3
4231	chr11.3
4113	chr11.3
4106	chr11.3
4183	chr11.3
4134	chr11.3
4263	chr11.3
4222	chr11.3
4093	chr11.3
4177	chr11.3
4114	chr11.3
4149	chr11.3
4107	chr11.3
4135	chr11.3
4128	chr11.3
4142	chr11.3
4184	chr11.3
4244	chr11.3
4264	chr11.3
4211	chr11.3
4171	chr11.3
4164	chr11.3
4157	chr11.3
4245	chr11.3
4143	chr11.3
4122	chr11.3
4115	chr11.3
4108	chr11.3
4224	chr11.3
4101	chr11.3
4212	chr11.3
4109	chr11.3
4137	chr11.3
4213	chr11.3
4246	chr11.3
4116	chr11.3
4308	chr11.3
4102	chr11.3
4158	chr11.3
4179	chr11.3
4225	chr11.3
4301	chr11.3
4315	chr11.3
4294	chr11.3
4273	chr11.3
4322	chr11.3
4095	chr11.3
4165	chr11.3
4123	chr11.3
4257	chr11.3
4274	chr11.3
4361	chr11.3
4267	chr11.3
4309	chr11.3
4302	chr11.3
4323	chr11.3
4288	chr11.3
4355	chr11.3
4235	chr11.3
4316	chr11.3
4275	chr11.3
4289	chr11.3
4282	chr11.3
4296	chr11.3
4356	chr11.3
4248	chr11.3
4324	chr11.3
4362	chr11.3
4268	chr11.3
4344	chr11.3
4351	chr11.3
4237	chr11.3
4345	chr11.3
4290	chr11.3
4318	chr11.3
4269	chr11.3
4283	chr11.3
4325	chr11.3
4357	chr11.3
4276	chr11.3
4259	chr11.3
4346	chr11.3
4312	chr11.3
4326	chr11.3
4358	chr11.3
4352	chr11.3
4364	chr11.3
4305	chr11.3
4298	chr11.3
4250	chr11.3
4291	chr11.3
4277	chr11.3
4359	chr11.3
4320	chr11.3
4261	chr11.3
4365	chr11.3
4347	chr11.3
4218	chr11.3
4292	chr11.3
4327	chr11.3
4348	chr11.3
4366	chr11.3
4219	chr11.3
4328	chr11.3
4252	chr11.3
4293	chr11.3
4286	chr11.3
4240	chr11.3
4279	chr11.3
4307	chr11.3
4314	chr11.3
4360	chr11.3
4321	chr11.3
64655	chr13.5
64643	chr13.5
64648	chr13.5
64653	chr13.5
64649	chr13.5
64650	chr13.5
64641	chr13.5
11371	chr13.5
11380	chr13.5
11372	chr13.5
11376	chr13.5
11373	chr13.5
11384	chr13.5
11392	chr13.5
11379	chr13.5
11397	chr13.5
11420	chr13.5
11389	chr13.5
11416	chr13.5
11402	chr13.5
11398	chr13.5
11417	chr13.5
11421	chr13.5
11407	chr13.5
11413	chr13.5
11394	chr13.5
11395	chr13.5
11404	chr13.5
11422	chr13.5
11408	chr13.5
11387	chr13.5
11391	chr13.5
11424	chr13.5
11425	chr13.5
11419	chr13.5
11415	chr13.5
65395	chr13.5
65394	chr13.5
65391	chr13.5
11432	chr13.5
11430	chr13.5
11428	chr13.5
11426	chr13.5
11431	chr13.5
11433	chr13.5
11434	chr13.5
11445	chr13.5
11443	chr13.5
11435	chr13.5
11466	chr13.5
11472	chr13.5
11460	chr13.5
11444	chr13.5
11467	chr13.5
11448	chr13.5
11474	chr13.5
11469	chr13.5
11463	chr13.5
11475	chr13.5
11457	chr13.5
11450	chr13.5
11470	chr13.5
11464	chr13.5
11476	chr13.5
11458	chr13.5
11441	chr13.5
11459	chr13.5
11452	chr13.5
11509	chr13.5
11510	chr13.5
11501	chr13.5
11494	chr13.5
11505	chr13.5
11517	chr13.5
11523	chr13.5
11514	chr13.5
11506	chr13.5
11502	chr13.5
11495	chr13.5
11500	chr13.5
11524	chr13.5
11507	chr13.5
11518	chr13.5
11521	chr13.5
11508	chr13.5
11522	chr13.5
11497	chr13.5
11513	chr13.5
11504	chr13.5
11519	chr13.5
11525	chr13.5
18649	chr16.1
18956	chr16.1
18665	chr16.1
18779	chr16.1
18847	chr16.1
18806	chr16.1
18697	chr16.1
18589	chr16.1
18998	chr16.1
18605	chr16.1
18854	chr16.1
18991	chr16.1
18745	chr16.1
18881	chr16.1
18528	chr16.1
18738	chr16.1
18831	chr16.1
18877	chr16.1
18949	chr16.1
18814	chr16.1
18784	chr16.1
18798	chr16.1
18559	chr16.1
18746	chr16.1
18642	chr16.1
18950	chr16.1
18957	chr16.1
18848	chr16.1
18992	chr16.1
18792	chr16.1
18598	chr16.1
18780	chr16.1
19006	chr16.1
18999	chr16.1
18889	chr16.1
18560	chr16.1
18883	chr16.1
18716	chr16.1
18879	chr16.1
18576	chr16.1
18740	chr16.1
18600	chr16.1
18801	chr16.1
18817	chr16.1
18608	chr16.1
19008	chr16.1
19000	chr16.1
18545	chr16.1
18747	chr16.1
18793	chr16.1
18708	chr16.1
18531	chr16.1
18834	chr16.1
18644	chr16.1
18592	chr16.1
18809	chr16.1
18835	chr16.1
18794	chr16.1
18858	chr16.1
18782	chr16.1
18766	chr16.1
18810	chr16.1
18757	chr16.1
18818	chr16.1
18725	chr16.1
18734	chr16.1
18843	chr16.1
18827	chr16.1
18775	chr16.1
18867	chr16.1
18524	chr16.1
18700	chr16.1
18945	chr16.1
18627	chr16.1
18960	chr16.1
18617	chr16.1
18969	chr16.1
18609	chr16.1
18978	chr16.1
18645	chr16.1
18987	chr16.1
18585	chr16.1
18577	chr16.1
18562	chr16.1
18537	chr16.1
18693	chr16.1
18876	chr16.1
18880	chr16.1
18911	chr16.1
18919	chr16.1
18884	chr16.1
18669	chr16.1
18646	chr16.1
18578	chr16.1
18556	chr16.1
18694	chr16.1
18547	chr16.1
18538	chr16.1
18710	chr16.1
18563	chr16.1
18767	chr16.1
18718	chr16.1
18735	chr16.1
18662	chr16.1
18749	chr16.1
18670	chr16.1
18678	chr16.1
18586	chr16.1
18618	chr16.1
18929	chr16.1
18988	chr16.1
18828	chr16.1
18961	chr16.1
18836	chr16.1
18953	chr16.1
18844	chr16.1
18851	chr16.1
18902	chr16.1
18995	chr16.1
19191	chr16.1
18803	chr16.1
18811	chr16.1
19182	chr16.1
18654	chr16.1
19201	chr16.1
18671	chr16.1
18548	chr16.1
18903	chr16.1
18688	chr16.1
18894	chr16.1
18886	chr16.1
19003	chr16.1
18971	chr16.1
18647	chr16.1
18611	chr16.1
18954	chr16.1
19192	chr16.1
18695	chr16.1
18962	chr16.1
18789	chr16.1
18711	chr16.1
18719	chr16.1
18796	chr16.1
18852	chr16.1
18768	chr16.1
18604	chr16.1
18540	chr16.1
18558	chr16.1
18573	chr16.1
18580	chr16.1
19004	chr16.1
18760	chr16.1
18805	chr16.1
18672	chr16.1
18914	chr16.1
18664	chr16.1
18689	chr16.1
18931	chr16.1
19752	chr16.1
18862	chr16.1
19727	chr16.1
19194	chr16.1
19680	chr16.1
18681	chr16.1
18530	chr16.1
18704	chr16.1
18800	chr16.1
19695	chr16.1
19785	chr16.1
18550	chr16.1
19711	chr16.1
19777	chr16.1
19769	chr16.1
19719	chr16.1
19761	chr16.1
19203	chr16.1
19743	chr16.1
18631	chr16.1
18770	chr16.1
18621	chr16.1
18841	chr16.1
18958	chr16.1
18833	chr16.1
18729	chr16.1
18615	chr16.1
18871	chr16.1
18607	chr16.1
18973	chr16.1
18822	chr16.1
18932	chr16.1
18721	chr16.1
18982	chr16.1
19185	chr16.1
18905	chr16.1
18856	chr16.1
18581	chr16.1
18808	chr16.1
18591	chr16.1
18816	chr16.1
18923	chr16.1
18752	chr16.1
18656	chr16.1
18667	chr16.1
19007	chr16.1
18974	chr16.1
19704	chr16.1
19778	chr16.1
18983	chr16.1
19186	chr16.1
18916	chr16.1
19712	chr16.1
18863	chr16.1
18722	chr16.1
18965	chr16.1
19762	chr16.1
19770	chr16.1
18632	chr16.1
19195	chr16.1
18567	chr16.1
19884	chr16.1
18771	chr16.1
19728	chr16.1
18762	chr16.1
18705	chr16.1
19675	chr16.1
18906	chr16.1
18942	chr16.1
19681	chr16.1
18657	chr16.1
19852	chr16.1
18872	chr16.1
19900	chr16.1
19753	chr16.1
19786	chr16.1
18753	chr16.1
18823	chr16.1
19908	chr16.1
18542	chr16.1
18730	chr16.1
18568	chr16.1
18873	chr16.1
19885	chr16.1
18683	chr16.1
18917	chr16.1
19771	chr16.1
18984	chr16.1
18754	chr16.1
19779	chr16.1
19877	chr16.1
18543	chr16.1
19787	chr16.1
18907	chr16.1
18658	chr16.1
19853	chr16.1
18552	chr16.1
18898	chr16.1
19861	chr16.1
19893	chr16.1
18966	chr16.1
19713	chr16.1
18864	chr16.1
18706	chr16.1
19901	chr16.1
18623	chr16.1
18824	chr16.1
19697	chr16.1
19705	chr16.1
19721	chr16.1
18772	chr16.1
19909	chr16.1
19729	chr16.1
19196	chr16.1
18731	chr16.1
18659	chr16.1
20184	chr16.1
20208	chr16.1
19862	chr16.1
20202	chr16.1
20190	chr16.1
20196	chr16.1
19910	chr16.1
19878	chr16.1
18544	chr16.1
18865	chr16.1
19902	chr16.1
18707	chr16.1
19197	chr16.1
18732	chr16.1
19886	chr16.1
18874	chr16.1
19870	chr16.1
18944	chr16.1
19854	chr16.1
19722	chr16.1
18569	chr16.1
19692	chr16.1
19714	chr16.1
19755	chr16.1
19746	chr16.1
18634	chr16.1
19738	chr16.1
19706	chr16.1
19730	chr16.1
18967	chr16.1
18624	chr16.1
19772	chr16.1
18755	chr16.1
18553	chr16.1
18908	chr16.1
18985	chr16.1
19780	chr16.1
19683	chr16.1
18825	chr16.1
19678	chr16.1
19189	chr16.1
20421	chr16.1
19903	chr16.1
20381	chr16.1
20373	chr16.1
19684	chr16.1
19911	chr16.1
20356	chr16.1
20351	chr16.1
20429	chr16.1
19693	chr16.1
19863	chr16.1
19715	chr16.1
18875	chr16.1
19756	chr16.1
19765	chr16.1
19773	chr16.1
19781	chr16.1
18900	chr16.1
18866	chr16.1
18977	chr16.1
20409	chr16.1
19198	chr16.1
20191	chr16.1
18635	chr16.1
20414	chr16.1
20192	chr16.1
20374	chr16.1
20204	chr16.1
20410	chr16.1
20210	chr16.1
20352	chr16.1
20357	chr16.1
20362	chr16.1
20216	chr16.1
19856	chr16.1
19757	chr16.1
19864	chr16.1
19872	chr16.1
19774	chr16.1
20186	chr16.1
19724	chr16.1
19685	chr16.1
19694	chr16.1
19708	chr16.1
19904	chr16.1
19873	chr16.1
19791	chr16.1
20368	chr16.1
19897	chr16.1
19881	chr16.1
20416	chr16.1
20363	chr16.1
19775	chr16.1
20383	chr16.1
19709	chr16.1
20205	chr16.1
20431	chr16.1
20388	chr16.1
19733	chr16.1
20423	chr16.1
20396	chr16.1
19913	chr16.1
20384	chr16.1
20412	chr16.1
20424	chr16.1
19702	chr16.1
19710	chr16.1
19718	chr16.1
19776	chr16.1
19858	chr16.1
19898	chr16.1
20389	chr16.1
20354	chr16.1
20194	chr16.1
20439	chr16.1
20364	chr16.1
20359	chr16.1
20369	chr16.1
20365	chr16.1
20355	chr16.1
20370	chr16.1
19859	chr16.1
20360	chr16.1
20462	chr16.1
19891	chr16.1
19875	chr16.1
20219	chr16.1
20195	chr16.1
20385	chr16.1
19688	chr16.1
20201	chr16.1
20377	chr16.1
20390	chr16.1
19760	chr16.1
19907	chr16.1
20492	chr16.1
20498	chr16.1
20471	chr16.1
20489	chr16.1
20474	chr16.1
20513	chr16.1
20483	chr16.1
20477	chr16.1
20495	chr16.1
20399	chr16.1
20507	chr16.1
20426	chr16.1
20510	chr16.1
20504	chr16.1
20378	chr16.1
20501	chr16.1
20463	chr16.1
20508	chr16.1
20493	chr16.1
20490	chr16.1
20379	chr16.1
20400	chr16.1
20427	chr16.1
20505	chr16.1
20484	chr16.1
20511	chr16.1
20468	chr16.1
20408	chr16.1
20442	chr16.1
20514	chr16.1
20472	chr16.1
20502	chr16.1
20393	chr16.1
20465	chr16.1
20515	chr16.1
20509	chr16.1
20469	chr16.1
20488	chr16.1
20494	chr16.1
20482	chr16.1
20500	chr16.1
17643	chr16.1
17663	chr16.1
17633	chr16.1
17674	chr16.1
17634	chr16.1
17664	chr16.1
17654	chr16.1
17635	chr16.1
17665	chr16.1
17656	chr16.1
17646	chr16.1
17657	chr16.1
17647	chr16.1
17667	chr16.1
17678	chr16.1
17684	chr16.1
17648	chr16.1
17639	chr16.1
17649	chr16.1
17669	chr16.1
17679	chr16.1
17640	chr16.1
17686	chr16.1
17687	chr16.1
17641	chr16.1
17671	chr16.1
17682	chr16.1
17688	chr16.1
17672	chr16.1
17718	chr16.1
17700	chr16.1
17710	chr16.1
17719	chr16.1
17720	chr16.1
17701	chr16.1
17692	chr16.1
17730	chr16.1
17737	chr16.1
17702	chr16.1
17746	chr16.1
17703	chr16.1
17713	chr16.1
17738	chr16.1
17704	chr16.1
17783	chr16.1
17739	chr16.1
17747	chr16.1
17807	chr16.1
17732	chr16.1
17795	chr16.1
17723	chr16.1
17714	chr16.1
17796	chr16.1
17784	chr16.1
17748	chr16.1
17695	chr16.1
17715	chr16.1
17803	chr16.1
17716	chr16.1
17785	chr16.1
17734	chr16.1
17798	chr16.1
17707	chr16.1
17717	chr16.1
17726	chr16.1
17810	chr16.1
17786	chr16.1
17742	chr16.1
17792	chr16.1
17708	chr16.1
17751	chr16.1
17812	chr16.1
17814	chr16.1
17752	chr16.1
17788	chr16.1
17819	chr16.1
17823	chr16.1
17820	chr16.1
17817	chr16.1
17846	chr16.1
17826	chr16.1
17822	chr16.1
17858	chr16.1
17854	chr16.1
17847	chr16.1
17862	chr16.1
17856	chr16.1
17844	chr16.1
17841	chr16.1
17865	chr16.1
17863	chr16.1
17845	chr16.1
17859	chr16.1
17857	chr16.1
17842	chr16.1
17855	chr16.1
17848	chr16.1
17864	chr16.1
17861	chr16.1
17899	chr16.1
17881	chr16.1
17877	chr16.1
17895	chr16.1
17889	chr16.1
17873	chr16.1
17893	chr16.1
17885	chr16.1
17886	chr16.1
17890	chr16.1
17898	chr16.1
17906	chr16.1
17882	chr16.1
17902	chr16.1
17878	chr16.1
17876	chr16.1
17874	chr16.1
17870	chr16.1
17900	chr16.1
17894	chr16.1
17871	chr16.1
17911	chr16.1
17915	chr16.1
17907	chr16.1
17891	chr16.1
17917	chr16.1
17919	chr16.1
17913	chr16.1
17916	chr16.1
17920	chr16.1
17918	chr16.1
17872	chr16.1
17910	chr16.1
17904	chr16.1
17892	chr16.1
17888	chr16.1
17912	chr16.1
17884	chr16.1
17955	chr16.1
17951	chr16.1
17942	chr16.1
17964	chr16.1
17952	chr16.1
17948	chr16.1
17961	chr16.1
17953	chr16.1
17949	chr16.1
17966	chr16.1
17957	chr16.1
17962	chr16.1
17945	chr16.1
17954	chr16.1
17963	chr16.1
17950	chr16.1
17926	chr16.1
17992	chr16.1
18000	chr16.1
18016	chr16.1
17976	chr16.1
18017	chr16.1
18025	chr16.1
17977	chr16.1
18039	chr16.1
17978	chr16.1
18002	chr16.1
18018	chr16.1
17986	chr16.1
18050	chr16.1
18003	chr16.1
18019	chr16.1
17971	chr16.1
17995	chr16.1
18012	chr16.1
18042	chr16.1
18036	chr16.1
18020	chr16.1
17988	chr16.1
17930	chr16.1
17972	chr16.1
17980	chr16.1
18037	chr16.1
17997	chr16.1
17981	chr16.1
18013	chr16.1
18044	chr16.1
18053	chr16.1
17932	chr16.1
18006	chr16.1
18030	chr16.1
17990	chr16.1
18022	chr16.1
18014	chr16.1
18069	chr16.1
18059	chr16.1
18054	chr16.1
18015	chr16.1
17999	chr16.1
17991	chr16.1
18055	chr16.1
18060	chr16.1
18047	chr16.1
18067	chr16.1
18072	chr16.1
18048	chr16.1
18073	chr16.1
18114	chr16.1
18099	chr16.1
18089	chr16.1
18092	chr16.1
18098	chr16.1
18162	chr16.1
18155	chr16.1
18088	chr16.1
18136	chr16.1
18129	chr16.1
18122	chr16.1
18112	chr16.1
18143	chr16.1
18094	chr16.1
18091	chr16.1
18081	chr16.1
18100	chr16.1
18097	chr16.1
18163	chr16.1
18239	chr16.1
18257	chr16.1
18276	chr16.1
18286	chr16.1
18306	chr16.1
18151	chr16.1
18082	chr16.1
18116	chr16.1
18130	chr16.1
18075	chr16.1
18156	chr16.1
18297	chr16.1
18307	chr16.1
18117	chr16.1
18230	chr16.1
18124	chr16.1
18157	chr16.1
18268	chr16.1
18278	chr16.1
18110	chr16.1
18288	chr16.1
18118	chr16.1
18259	chr16.1
18084	chr16.1
18146	chr16.1
18165	chr16.1
18132	chr16.1
18139	chr16.1
18221	chr16.1
18077	chr16.1
18154	chr16.1
18299	chr16.1
18309	chr16.1
18111	chr16.1
18289	chr16.1
18140	chr16.1
18279	chr16.1
18078	chr16.1
18242	chr16.1
18232	chr16.1
18166	chr16.1
18120	chr16.1
18452	chr16.1
18141	chr16.1
18461	chr16.1
18079	chr16.1
18310	chr16.1
18489	chr16.1
18223	chr16.1
18330	chr16.1
18426	chr16.1
18290	chr16.1
18134	chr16.1
18479	chr16.1
18105	chr16.1
18252	chr16.1
18148	chr16.1
18261	chr16.1
18160	chr16.1
18253	chr16.1
18325	chr16.1
18142	chr16.1
18480	chr16.1
18281	chr16.1
18471	chr16.1
18331	chr16.1
18224	chr16.1
18389	chr16.1
18407	chr16.1
18515	chr16.1
18401	chr16.1
18364	chr16.1
18427	chr16.1
18106	chr16.1
18346	chr16.1
18443	chr16.1
18355	chr16.1
19121	chr16.1
19089	chr16.1
18402	chr16.1
19065	chr16.1
18516	chr16.1
18245	chr16.1
18418	chr16.1
19017	chr16.1
18235	chr16.1
18254	chr16.1
18472	chr16.1
18272	chr16.1
18481	chr16.1
19161	chr16.1
18365	chr16.1
19169	chr16.1
18312	chr16.1
18225	chr16.1
18326	chr16.1
18374	chr16.1
19033	chr16.1
18390	chr16.1
18282	chr16.1
18454	chr16.1
19026	chr16.1
19050	chr16.1
19042	chr16.1
19058	chr16.1
18473	chr16.1
18492	chr16.1
18482	chr16.1
19018	chr16.1
18517	chr16.1
19074	chr16.1
19162	chr16.1
18327	chr16.1
18333	chr16.1
18339	chr16.1
18348	chr16.1
19170	chr16.1
18357	chr16.1
18366	chr16.1
19154	chr16.1
18375	chr16.1
18313	chr16.1
19138	chr16.1
19130	chr16.1
18397	chr16.1
19122	chr16.1
18403	chr16.1
19114	chr16.1
18409	chr16.1
19082	chr16.1
18419	chr16.1
19098	chr16.1
18429	chr16.1
18391	chr16.1
18445	chr16.1
19106	chr16.1
18303	chr16.1
18464	chr16.1
18236	chr16.1
19066	chr16.1
18246	chr16.1
18455	chr16.1
18273	chr16.1
18283	chr16.1
18264	chr16.1
18293	chr16.1
19123	chr16.1
18446	chr16.1
19115	chr16.1
19059	chr16.1
18410	chr16.1
18518	chr16.1
19019	chr16.1
19067	chr16.1
18328	chr16.1
18420	chr16.1
19011	chr16.1
18430	chr16.1
19091	chr16.1
18314	chr16.1
18398	chr16.1
19163	chr16.1
19043	chr16.1
19075	chr16.1
19083	chr16.1
18474	chr16.1
18256	chr16.1
18274	chr16.1
18493	chr16.1
19147	chr16.1
18294	chr16.1
18385	chr16.1
18265	chr16.1
19131	chr16.1
19100	chr16.1
18350	chr16.1
18386	chr16.1
18393	chr16.1
19076	chr16.1
18405	chr16.1
19084	chr16.1
18399	chr16.1
19028	chr16.1
19164	chr16.1
18447	chr16.1
18457	chr16.1
18466	chr16.1
18475	chr16.1
18359	chr16.1
18368	chr16.1
18494	chr16.1
18510	chr16.1
18377	chr16.1
18484	chr16.1
18329	chr16.1
18228	chr16.1
18238	chr16.1
18285	chr16.1
18295	chr16.1
19156	chr16.1
19108	chr16.1
19148	chr16.1
18275	chr16.1
18305	chr16.1
18351	chr16.1
19045	chr16.1
18458	chr16.1
18378	chr16.1
19021	chr16.1
19141	chr16.1
19085	chr16.1
18342	chr16.1
19069	chr16.1
18448	chr16.1
19061	chr16.1
18387	chr16.1
19178	chr16.1
19053	chr16.1
18422	chr16.1
18477	chr16.1
18468	chr16.1
18459	chr16.1
19166	chr16.1
18433	chr16.1
19110	chr16.1
19118	chr16.1
18343	chr16.1
19062	chr16.1
18370	chr16.1
19046	chr16.1
19038	chr16.1
19210	chr16.1
19022	chr16.1
19014	chr16.1
18423	chr16.1
18521	chr16.1
19180	chr16.1
18371	chr16.1
19175	chr16.1
18380	chr16.1
18434	chr16.1
19159	chr16.1
19151	chr16.1
19143	chr16.1
19135	chr16.1
19119	chr16.1
19111	chr16.1
19103	chr16.1
19087	chr16.1
19079	chr16.1
19063	chr16.1
18344	chr16.1
19047	chr16.1
18353	chr16.1
19023	chr16.1
19015	chr16.1
18513	chr16.1
18362	chr16.1
18487	chr16.1
18460	chr16.1
18469	chr16.1
18425	chr16.1
19160	chr16.1
19112	chr16.1
19104	chr16.1
19096	chr16.1
19064	chr16.1
19080	chr16.1
19212	chr16.1
19176	chr16.1
19168	chr16.1
18498	chr16.1
18523	chr16.1
19016	chr16.1
19040	chr16.1
19056	chr16.1
18488	chr16.1
19136	chr16.1
19152	chr16.1
19144	chr16.1
63451	chr2.1
43183	chr2.1
43180	chr2.1
43184	chr2.1
43280	chr2.1
38550	chr2.1
38547	chr2.1
38551	chr2.1
38966	chr2.1
38949	chr2.1
38967	chr2.1
39005	chr2.1
38979	chr2.1
38968	chr2.1
39044	chr2.1
38980	chr2.1
38981	chr2.1
39045	chr2.1
38969	chr2.1
39033	chr2.1
38952	chr2.1
39125	chr2.1
39034	chr2.1
38970	chr2.1
39126	chr2.1
39009	chr2.1
38983	chr2.1
38971	chr2.1
39048	chr2.1
38955	chr2.1
38972	chr2.1
39049	chr2.1
39037	chr2.1
39156	chr2.1
38985	chr2.1
41014	chr2.1
38974	chr2.1
39050	chr2.1
38986	chr2.1
39157	chr2.1
39129	chr2.1
38957	chr2.1
39158	chr2.1
38987	chr2.1
41015	chr2.1
39039	chr2.1
39051	chr2.1
41055	chr2.1
38958	chr2.1
41036	chr2.1
39013	chr2.1
38959	chr2.1
38976	chr2.1
41268	chr2.1
41056	chr2.1
39131	chr2.1
41037	chr2.1
41016	chr2.1
39040	chr2.1
