	ABC.id
8173	chr1:11942865-11943365_TARDBP
8316	chr1:11942865-11943365_MTHFR
8348	chr1:11942865-11943365_KIAA2013
8268	chr1:11942865-11943365_CLCN6
8256	chr1:11942865-11943365_C1orf167
8203	chr1:11942865-11943365_MTOR
8281	chr1:12074197-12075197_FBXO6
8257	chr1:12074197-12075197_C1orf167
8389	chr1:12074197-12075197_MFN2
8379	chr1:12074197-12075197_PLOD1
8317	chr1:12074197-12075197_MTHFR
8399	chr1:12074197-12075197_MIIP
8444	chr1:12074197-12075197_DHRS3
8369	chr1:12074197-12075197_VPS13D
8194	chr1:12074197-12075197_EXOSC10
8359	chr1:12074197-12075197_TNFRSF8
8370	chr1:12098672-12099172_VPS13D
8400	chr1:12098672-12099172_MIIP
8360	chr1:12098672-12099172_TNFRSF8
8270	chr1:12098672-12099172_CLCN6
8282	chr1:12098672-12099172_FBXO6
8340	chr1:12098672-12099172_TNFRSF1B
8380	chr1:12098672-12099172_PLOD1
8306	chr1:12098672-12099172_FBXO44
8258	chr1:12098672-12099172_C1orf167
8330	chr1:12098672-12099172_AGTRAP
8294	chr1:12098672-12099172_MAD2L2
8246	chr1:12098672-12099172_FBXO2
8318	chr1:12098672-12099172_MTHFR
8446	chr1:12221815-12222315_DHRS3
8164	chr1:12221815-12222315_UBIAD1
8319	chr1:12221815-12222315_MTHFR
8361	chr1:12221815-12222315_TNFRSF8
8271	chr1:12221815-12222315_CLCN6
8283	chr1:12221815-12222315_FBXO6
8247	chr1:12221815-12222315_FBXO2
8331	chr1:12221815-12222315_AGTRAP
8248	chr1:12278530-12279030_FBXO2
8392	chr1:12278530-12279030_MFN2
8296	chr1:12278530-12279030_MAD2L2
8402	chr1:12278530-12279030_MIIP
8320	chr1:12278530-12279030_MTHFR
8332	chr1:12278530-12279030_AGTRAP
8342	chr1:12278530-12279030_TNFRSF1B
8372	chr1:12278530-12279030_VPS13D
8260	chr1:12278530-12279030_C1orf167
8273	chr1:12680458-12680958_CLCN6
8321	chr1:12680458-12680958_MTHFR
8285	chr1:12680458-12680958_FBXO6
8309	chr1:12680458-12680958_FBXO44
9466	chr1:16001239-16001739_ARHGEF19
9452	chr1:16001239-16001739_ZBTB17
9462	chr1:16001239-16001739_CASP9
9438	chr1:16001239-16001739_SZRD1
9475	chr1:16001239-16001739_NECAP2
9430	chr1:16001239-16001739_KAZN
9481	chr1:16001239-16001739_DDI2
9485	chr1:16001239-16001739_NBPF1
9433	chr1:16001239-16001739_FBXO42
9447	chr1:16001239-16001739_PLEKHM2
9467	chr1:16121488-16121988_ARHGEF19
9448	chr1:16121488-16121988_PLEKHM2
9476	chr1:16121488-16121988_NECAP2
9482	chr1:16121488-16121988_DDI2
9486	chr1:16121488-16121988_NBPF1
9463	chr1:16121488-16121988_CASP9
9426	chr1:16121488-16121988_SPEN
9444	chr1:16121488-16121988_DNAJC16
9431	chr1:16121488-16121988_KAZN
9473	chr1:16158391-16158891_EFHD2
9435	chr1:16158391-16158891_FBXO42
9464	chr1:16158391-16158891_CASP9
9445	chr1:16158391-16158891_DNAJC16
9459	chr1:16158391-16158891_RSG1
9454	chr1:16158391-16158891_ZBTB17
9465	chr1:16490566-16491066_CASP9
10184	chr1:16490566-16491066_ATP13A2
10177	chr1:16490566-16491066_CROCC
9450	chr1:16490566-16491066_PLEKHM2
9484	chr1:16490566-16491066_DDI2
9428	chr1:16490566-16491066_SPEN
9446	chr1:16490566-16491066_DNAJC16
9478	chr1:16490566-16491066_NECAP2
9474	chr1:16490566-16491066_EFHD2
9469	chr1:16490566-16491066_ARHGEF19
10471	chr1:17004483-17004983_RCC2
9461	chr1:17004483-17004983_RSG1
10178	chr1:17004483-17004983_CROCC
9437	chr1:17004483-17004983_FBXO42
9451	chr1:17004483-17004983_PLEKHM2
9470	chr1:17004483-17004983_ARHGEF19
9490	chr1:17729507-17730007_NBPF1
10472	chr1:17729507-17730007_RCC2
10193	chr1:17729507-17730007_SDHB
10179	chr1:17729507-17730007_CROCC
10187	chr1:17767780-17768280_ATP13A2
10473	chr1:17767780-17768280_RCC2
10194	chr1:17767780-17768280_SDHB
10188	chr1:17814245-17814745_ATP13A2
10195	chr1:17814245-17814745_SDHB
9492	chr1:17814245-17814745_NBPF1
10181	chr1:17814245-17814745_CROCC
10474	chr1:17814245-17814745_RCC2
9493	chr1:17815424-17815924_NBPF1
10189	chr1:17815424-17815924_ATP13A2
10196	chr1:17815424-17815924_SDHB
9494	chr1:17864827-17865327_NBPF1
10197	chr1:17864827-17865327_SDHB
10476	chr1:17864827-17865327_RCC2
10183	chr1:17864827-17865327_CROCC
10959	chr1:18739272-18739772_UBR4
10477	chr1:18739272-18739772_RCC2
10911	chr1:18739272-18739772_PQLC2
10970	chr1:18739272-18739772_ALDH4A1
10947	chr1:18739272-18739772_EMC1
10923	chr1:18739272-18739772_AKR7A2
10962	chr1:18883959-18884459_UBR4
10979	chr1:18883959-18884459_CAPZB
10938	chr1:18883959-18884459_MRTO4
10926	chr1:18883959-18884459_AKR7A2
10974	chr1:19133763-19134263_ALDH4A1
10963	chr1:19133763-19134263_UBR4
10980	chr1:19133763-19134263_CAPZB
10915	chr1:19133763-19134263_PQLC2
10939	chr1:19133763-19134263_MRTO4
10975	chr1:19329854-19330354_ALDH4A1
11044	chr1:19329854-19330354_OTUD3
10981	chr1:19329854-19330354_CAPZB
10953	chr1:19814127-19814627_EMC1
10941	chr1:19814127-19814627_MRTO4
10982	chr1:19814127-19814627_CAPZB
10977	chr1:20196419-20196919_ALDH4A1
10930	chr1:20196419-20196919_AKR7A2
11027	chr1:20196419-20196919_MINOS1
11094	chr1:20196419-20196919_UBXN10
11161	chr1:20196419-20196919_MUL1
10966	chr1:20196419-20196919_UBR4
10918	chr1:20196419-20196919_PQLC2
11020	chr1:20334874-20335374_TMCO4
11047	chr1:20334874-20335374_OTUD3
11028	chr1:20334874-20335374_MINOS1
11095	chr1:20334874-20335374_UBXN10
11162	chr1:20334874-20335374_MUL1
10955	chr1:20334874-20335374_EMC1
10984	chr1:20334874-20335374_CAPZB
10931	chr1:20334874-20335374_AKR7A2
11096	chr1:20523869-20524369_UBXN10
10944	chr1:20523869-20524369_MRTO4
10932	chr1:20523869-20524369_AKR7A2
11163	chr1:20523869-20524369_MUL1
10956	chr1:20523869-20524369_EMC1
11169	chr1:20523869-20524369_HP1BP3
11029	chr1:20523869-20524369_MINOS1
10968	chr1:20523869-20524369_UBR4
10920	chr1:20523869-20524369_PQLC2
10985	chr1:20523869-20524369_CAPZB
11177	chr1:20523869-20524369_DDOST
11189	chr1:20523869-20524369_EIF4G3
11021	chr1:20523869-20524369_TMCO4
11013	chr1:20523869-20524369_NBL1
10933	chr1:20525437-20525937_AKR7A2
10921	chr1:20525437-20525937_PQLC2
11014	chr1:20525437-20525937_NBL1
11097	chr1:20525437-20525937_UBXN10
11022	chr1:20525437-20525937_TMCO4
11049	chr1:20525437-20525937_OTUD3
10934	chr1:20543065-20543565_AKR7A2
11023	chr1:20543065-20543565_TMCO4
10946	chr1:20543065-20543565_MRTO4
11159	chr1:20543065-20543565_PINK1
11015	chr1:20543065-20543565_NBL1
11336	chr1:21679848-21680348_USP48
11300	chr1:21679848-21680348_HSPG2
11348	chr1:21679848-21680348_ECE1
11324	chr1:21679848-21680348_RAP1GAP
11166	chr1:21679848-21680348_MUL1
11192	chr1:21679848-21680348_EIF4G3
11337	chr1:21999597-22000097_USP48
11290	chr1:21999597-22000097_NBPF3
11301	chr1:21999597-22000097_HSPG2
11325	chr1:21999597-22000097_RAP1GAP
11173	chr1:21999597-22000097_HP1BP3
11349	chr1:21999597-22000097_ECE1
11302	chr1:22002368-22002868_HSPG2
11314	chr1:22002368-22002868_CDC42
11291	chr1:22002368-22002868_NBPF3
11326	chr1:22002368-22002868_RAP1GAP
11339	chr1:22117946-22118446_USP48
11351	chr1:22117946-22118446_ECE1
11292	chr1:22117946-22118446_NBPF3
11328	chr1:22290376-22290876_RAP1GAP
11340	chr1:22290376-22290876_USP48
11196	chr1:22290376-22290876_EIF4G3
11341	chr1:22345465-22345965_USP48
11305	chr1:22345465-22345965_HSPG2
11330	chr1:22366231-22366731_RAP1GAP
11295	chr1:22366231-22366731_NBPF3
11319	chr1:22375062-22375562_CDC42
11296	chr1:22375062-22375562_NBPF3
11365	chr1:22375062-22375562_ZBTB40
11480	chr1:22375062-22375562_KDM1A
11331	chr1:22375062-22375562_RAP1GAP
11344	chr1:22489553-22490053_USP48
11366	chr1:22489553-22490053_ZBTB40
11297	chr1:22489553-22490053_NBPF3
11481	chr1:22489553-22490053_KDM1A
11200	chr1:22489553-22490053_EIF4G3
11356	chr1:22489553-22490053_ECE1
11482	chr1:22511595-22512095_KDM1A
11321	chr1:22511595-22512095_CDC42
11333	chr1:22511595-22512095_RAP1GAP
11298	chr1:22511595-22512095_NBPF3
11345	chr1:22511595-22512095_USP48
11309	chr1:22511595-22512095_HSPG2
11483	chr1:22612990-22613490_KDM1A
11334	chr1:22612990-22613490_RAP1GAP
11299	chr1:22612990-22613490_NBPF3
11358	chr1:22612990-22613490_ECE1
11322	chr1:22612990-22613490_CDC42
11310	chr1:22612990-22613490_HSPG2
11537	chr1:22612990-22613490_LUZP1
11311	chr1:22858965-22859465_HSPG2
11552	chr1:22858965-22859465_ZNF436
11335	chr1:22858965-22859465_RAP1GAP
11606	chr1:23543167-23543667_LYPLA2
11613	chr1:23543167-23543667_PITHD1
11634	chr1:23543167-23543667_RPL11
11640	chr1:23543167-23543667_FUCA1
11666	chr1:23866224-23866724_RCAN3
11554	chr1:23866224-23866724_ZNF436
11568	chr1:23866224-23866724_ASAP3
11487	chr1:23881240-23881740_KDM1A
11636	chr1:23881240-23881740_RPL11
11629	chr1:23881240-23881740_GALE
11622	chr1:23881240-23881740_HMGCL
11562	chr1:23881240-23881740_E2F2
11615	chr1:23881240-23881740_PITHD1
11569	chr1:23881240-23881740_ASAP3
11576	chr1:23881240-23881740_HNRNPR
11681	chr1:23881240-23881740_NIPAL3
11608	chr1:23881240-23881740_LYPLA2
11675	chr1:23888767-23889267_STPG1
11542	chr1:23888767-23889267_LUZP1
11570	chr1:23888767-23889267_ASAP3
11643	chr1:23888767-23889267_FUCA1
11668	chr1:23888767-23889267_RCAN3
11488	chr1:23888767-23889267_KDM1A
11563	chr1:23888767-23889267_E2F2
11683	chr1:24042555-24043055_NIPAL3
11669	chr1:24042555-24043055_RCAN3
11489	chr1:24042555-24043055_KDM1A
11610	chr1:24042555-24043055_LYPLA2
11617	chr1:24042555-24043055_PITHD1
11644	chr1:24042555-24043055_FUCA1
11578	chr1:24042555-24043055_HNRNPR
11631	chr1:24042555-24043055_GALE
11688	chr1:24246545-24247531_SRRM1
11611	chr1:24246545-24247531_LYPLA2
11565	chr1:24246545-24247531_E2F2
11625	chr1:24246545-24247531_HMGCL
11670	chr1:24246545-24247531_RCAN3
11632	chr1:24246545-24247531_GALE
11490	chr1:24246545-24247531_KDM1A
11572	chr1:24246545-24247531_ASAP3
11645	chr1:24246545-24247531_FUCA1
11544	chr1:24246545-24247531_LUZP1
11639	chr1:24246545-24247531_RPL11
11579	chr1:24246545-24247531_HNRNPR
11618	chr1:24246545-24247531_PITHD1
11558	chr1:24246545-24247531_ZNF436
11750	chr1:25068601-25069101_TMEM50A
11619	chr1:25068601-25069101_PITHD1
11626	chr1:25068601-25069101_HMGCL
11633	chr1:25068601-25069101_GALE
11762	chr1:25068601-25069101_RHCE
11646	chr1:25068601-25069101_FUCA1
11671	chr1:25068601-25069101_RCAN3
11612	chr1:25068601-25069101_LYPLA2
11770	chr1:25068601-25069101_TMEM57
11692	chr1:25068601-25069101_CLIC4
11745	chr1:25563710-25564210_SYF2
11751	chr1:25563710-25564210_TMEM50A
11735	chr1:25563710-25564210_LDLRAP1
11763	chr1:25563710-25564210_RHCE
11693	chr1:25563710-25564210_CLIC4
11686	chr1:25563710-25564210_NIPAL3
11672	chr1:25563710-25564210_RCAN3
11784	chr1:25563710-25564210_CNKSR1
11898	chr1:25563710-25564210_PAFAH2
12057	chr1:26259862-26260362_RPS6KA1
11988	chr1:26259862-26260362_ZDHHC18
11758	chr1:26259862-26260362_RHD
11803	chr1:26259862-26260362_PAQR7
12177	chr1:26259862-26260362_CD52
12194	chr1:26259862-26260362_SFN
11772	chr1:26259862-26260362_TMEM57
11818	chr1:26259862-26260362_STMN1
11746	chr1:26259862-26260362_SYF2
11764	chr1:26259862-26260362_RHCE
12078	chr1:26259862-26260362_DHDDS
12160	chr1:26259862-26260362_UBXN11
11785	chr1:26259862-26260362_CNKSR1
12216	chr1:26259862-26260362_GPATCH3
12118	chr1:26259862-26260362_SH3BGRL3
12011	chr1:26431345-26431845_PIGV
11834	chr1:26431345-26431845_MTFR1L
11849	chr1:26431345-26431845_AUNIP
11765	chr1:26431345-26431845_RHCE
11773	chr1:26431345-26431845_TMEM57
11989	chr1:26431345-26431845_ZDHHC18
11971	chr1:26431345-26431845_AIM1L
11753	chr1:26431345-26431845_TMEM50A
12242	chr1:26431345-26431845_HMGN2
12097	chr1:26431345-26431845_ARID1A
12178	chr1:26431345-26431845_CD52
11953	chr1:26431345-26431845_LIN28A
11882	chr1:26431345-26431845_ZNF593
12079	chr1:26431345-26431845_DHDDS
12161	chr1:26431345-26431845_UBXN11
12136	chr1:26431345-26431845_GPN2
12195	chr1:26431345-26431845_SFN
11747	chr1:26431345-26431845_SYF2
12058	chr1:26431345-26431845_RPS6KA1
12119	chr1:26431345-26431845_SH3BGRL3
11819	chr1:26431345-26431845_STMN1
11900	chr1:26431345-26431845_PAFAH2
11737	chr1:26431345-26431845_LDLRAP1
11915	chr1:26431345-26431845_PDIK1L
11774	chr1:26455711-26456211_TMEM57
12098	chr1:26455711-26456211_ARID1A
11954	chr1:26455711-26456211_LIN28A
12120	chr1:26455711-26456211_SH3BGRL3
12218	chr1:26455711-26456211_GPATCH3
11805	chr1:26455711-26456211_PAQR7
11990	chr1:26455711-26456211_ZDHHC18
11835	chr1:26455711-26456211_MTFR1L
12179	chr1:26455711-26456211_CD52
11883	chr1:26455711-26456211_ZNF593
11850	chr1:26455711-26456211_AUNIP
12034	chr1:26455711-26456211_NUDC
11754	chr1:26455711-26456211_TMEM50A
12059	chr1:26455711-26456211_RPS6KA1
12137	chr1:26455711-26456211_GPN2
11865	chr1:26455711-26456211_CEP85
12162	chr1:26455711-26456211_UBXN11
12080	chr1:26455711-26456211_DHDDS
11766	chr1:26455711-26456211_RHCE
11972	chr1:26455711-26456211_AIM1L
11748	chr1:26455711-26456211_SYF2
11884	chr1:26465411-26465911_ZNF593
11902	chr1:26465411-26465911_PAFAH2
12121	chr1:26465411-26465911_SH3BGRL3
11917	chr1:26465411-26465911_PDIK1L
12081	chr1:26465411-26465911_DHDDS
12244	chr1:26465411-26465911_HMGN2
11821	chr1:26465411-26465911_STMN1
12138	chr1:26465411-26465911_GPN2
12060	chr1:26465411-26465911_RPS6KA1
11739	chr1:26465411-26465911_LDLRAP1
11755	chr1:26465411-26465911_TMEM50A
11749	chr1:26465411-26465911_SYF2
11991	chr1:26465411-26465911_ZDHHC18
11806	chr1:26465411-26465911_PAQR7
11761	chr1:26465411-26465911_RHD
11775	chr1:26465411-26465911_TMEM57
11788	chr1:26465411-26465911_CNKSR1
12432	chr1:26703213-26703713_TMEM222
11885	chr1:26703213-26703713_ZNF593
12164	chr1:26703213-26703713_UBXN11
11867	chr1:26703213-26703713_CEP85
11852	chr1:26703213-26703713_AUNIP
11837	chr1:26703213-26703713_MTFR1L
11807	chr1:26703213-26703713_PAQR7
12198	chr1:26703213-26703713_SFN
12122	chr1:26703213-26703713_SH3BGRL3
12082	chr1:26703213-26703713_DHDDS
11992	chr1:26703213-26703713_ZDHHC18
12014	chr1:26703213-26703713_PIGV
12061	chr1:26703213-26703713_RPS6KA1
11974	chr1:26703213-26703713_AIM1L
12100	chr1:26703213-26703713_ARID1A
11808	chr1:26704827-26705327_PAQR7
12386	chr1:26704827-26705327_SYTL1
11838	chr1:26704827-26705327_MTFR1L
11975	chr1:26704827-26705327_AIM1L
12410	chr1:26704827-26705327_WDTC1
11853	chr1:26704827-26705327_AUNIP
11823	chr1:26704827-26705327_STMN1
12336	chr1:26704827-26705327_MAP3K6
12246	chr1:26704827-26705327_HMGN2
11777	chr1:26704827-26705327_TMEM57
12433	chr1:26704827-26705327_TMEM222
11769	chr1:26704827-26705327_RHCE
12221	chr1:26704827-26705327_GPATCH3
12037	chr1:26704827-26705327_NUDC
12101	chr1:26704827-26705327_ARID1A
12182	chr1:26704827-26705327_CD52
11919	chr1:26704827-26705327_PDIK1L
11886	chr1:26704827-26705327_ZNF593
12123	chr1:26704827-26705327_SH3BGRL3
11957	chr1:26704827-26705327_LIN28A
11904	chr1:26704827-26705327_PAFAH2
12387	chr1:26827309-26827809_SYTL1
12364	chr1:26827309-26827809_SLC9A1
12488	chr1:26827309-26827809_GPR3
12337	chr1:26827309-26827809_MAP3K6
11742	chr1:26827309-26827809_LDLRAP1
12124	chr1:26827309-26827809_SH3BGRL3
11887	chr1:26827309-26827809_ZNF593
11809	chr1:26827309-26827809_PAQR7
12411	chr1:26827309-26827809_WDTC1
11958	chr1:26827309-26827809_LIN28A
12464	chr1:26834920-26835420_WASF2
12085	chr1:26834920-26835420_DHDDS
12184	chr1:26834920-26835420_CD52
11995	chr1:26834920-26835420_ZDHHC18
12338	chr1:26834920-26835420_MAP3K6
12489	chr1:26834920-26835420_GPR3
12201	chr1:26834920-26835420_SFN
11870	chr1:26834920-26835420_CEP85
11792	chr1:26834920-26835420_CNKSR1
12248	chr1:26834920-26835420_HMGN2
