	ABC.id
3189	chr11:350756-351256_CD151
3171	chr11:350756-351256_SLC25A22
3163	chr11:350756-351256_PDDC1
3147	chr11:350756-351256_EPS8L2
5600	chr11:353274-353774_TOLLIP
3132	chr11:353274-353774_PTDSS2
3292	chr11:353274-353774_IFITM1
3284	chr11:353274-353774_PSMD13
3140	chr11:353274-353774_TMEM80
3276	chr11:353274-353774_IRF7
3268	chr11:353274-353774_SIGIRR
3148	chr11:353274-353774_EPS8L2
3116	chr11:353274-353774_LRRC56
3252	chr11:353274-353774_PKP3
3242	chr11:353274-353774_AP2A2
3164	chr11:353274-353774_PDDC1
3124	chr11:353274-353774_HRAS
3218	chr11:353274-353774_BET1L
3260	chr11:353274-353774_ANO9
3208	chr11:353274-353774_CHID1
3092	chr11:353274-353774_RASSF7
3084	chr11:353274-353774_PHRF1
3133	chr11:356119-356619_PTDSS2
3235	chr11:356119-356619_B4GALNT4
3227	chr11:356119-356619_RIC8A
3219	chr11:356119-356619_BET1L
3141	chr11:356119-356619_TMEM80
3200	chr11:356119-356619_POLR2L
3173	chr11:356119-356619_SLC25A22
3165	chr11:356119-356619_PDDC1
3269	chr11:356119-356619_SIGIRR
3125	chr11:356119-356619_HRAS
3157	chr11:356119-356619_TALDO1
3293	chr11:356119-356619_IFITM1
3301	chr11:356119-356619_TSPAN4
3117	chr11:356119-356619_LRRC56
3060	chr11:356119-356619_DEAF1
3285	chr11:356119-356619_PSMD13
3109	chr11:356119-356619_IFITM3
3166	chr11:574092-574592_PDDC1
3175	chr11:574092-574592_SLC25A22
3184	chr11:574092-574592_RPLP2
3094	chr11:574092-574592_RASSF7
3294	chr11:574092-574592_IFITM1
3270	chr11:574092-574592_SIGIRR
3220	chr11:574092-574592_BET1L
3228	chr11:574092-574592_RIC8A
3236	chr11:574092-574592_B4GALNT4
3278	chr11:574092-574592_IRF7
3158	chr11:574092-574592_TALDO1
3262	chr11:574092-574592_ANO9
3110	chr11:574092-574592_IFITM3
3070	chr11:574092-574592_PNPLA2
3078	chr11:574092-574592_RNH1
3086	chr11:574092-574592_PHRF1
3102	chr11:574092-574592_SIRT3
3142	chr11:574092-574592_TMEM80
6909	chr11:574092-574592_MOB2
6933	chr11:1793690-1794190_TSSC4
3244	chr11:1793690-1794190_AP2A2
6931	chr11:1793690-1794190_CTSD
5602	chr11:1793690-1794190_TOLLIP
3211	chr11:1865733-1866233_CHID1
6941	chr11:1865733-1866233_MRPL23
6908	chr11:1865733-1866233_MOB2
6934	chr11:1865733-1866233_TSSC4
8072	chr11:2888814-2889314_ZNF195
6902	chr11:2888814-2889314_CD81
6942	chr11:2888814-2889314_MRPL23
8061	chr11:2888814-2889314_OSBPL5
8110	chr11:2888814-2889314_RHOG
8077	chr11:2888814-2889314_CARS
8066	chr11:2888814-2889314_CHRNA10
8093	chr11:2888814-2889314_CDKN1C
8098	chr11:2888814-2889314_PGAP2
8121	chr11:2888814-2889314_NAP1L4
6919	chr11:2888814-2889314_TSPAN32
6935	chr11:2888814-2889314_TSSC4
6926	chr11:2888814-2889314_C11orf21
8067	chr11:3079836-3080336_CHRNA10
6903	chr11:3079836-3080336_CD81
8099	chr11:3079836-3080336_PGAP2
8073	chr11:3079836-3080336_ZNF195
8111	chr11:3079836-3080336_RHOG
8122	chr11:3079836-3080336_NAP1L4
8078	chr11:3079836-3080336_CARS
6920	chr11:3079836-3080336_TSPAN32
8100	chr11:3189566-3190066_PGAP2
8106	chr11:3189566-3190066_STIM1
6914	chr11:3189566-3190066_ASCL2
8112	chr11:3189566-3190066_RHOG
6904	chr11:3189566-3190066_CD81
8079	chr11:3189566-3190066_CARS
8068	chr11:3189566-3190066_CHRNA10
6928	chr11:3189566-3190066_C11orf21
6921	chr11:3189566-3190066_TSPAN32
8085	chr11:3190421-3190921_SLC22A18
8080	chr11:3190421-3190921_CARS
8075	chr11:3190421-3190921_ZNF195
8069	chr11:3190421-3190921_CHRNA10
8113	chr11:3190421-3190921_RHOG
8213	chr11:3190421-3190921_RRM1
8101	chr11:3190421-3190921_PGAP2
8064	chr11:3190421-3190921_OSBPL5
8108	chr11:3282852-3283352_STIM1
8070	chr11:3282852-3283352_CHRNA10
8065	chr11:3282852-3283352_OSBPL5
8226	chr11:4680036-4680536_TRIM21
8224	chr11:4680036-4680536_TRIM6
8215	chr11:4680036-4680536_RRM1
8109	chr11:4680036-4680536_STIM1
8216	chr11:4680036-4680536_OR51I1
8229	chr11:5150547-5151047_TRIM68
8225	chr11:5150547-5151047_TRIM6
8422	chr11:6688980-6689480_ZNF215
8431	chr11:6688980-6689480_ILK
8419	chr11:6688980-6689480_TIMM10B
8416	chr11:6688980-6689480_RRP8
8437	chr11:6688980-6689480_TPP1
8413	chr11:6688980-6689480_ARFIP2
8425	chr11:6688980-6689480_MRPL17
8407	chr11:6688980-6689480_FAM160A2
8404	chr11:6688980-6689480_DNHD1
8428	chr11:6688980-6689480_SMPD1
8417	chr11:6711523-6712023_RRP8
8236	chr11:6711523-6712023_TRIM5
8426	chr11:6711523-6712023_MRPL17
8427	chr11:6715163-6715663_MRPL17
8409	chr11:6715163-6715663_FAM160A2
8415	chr11:6715163-6715663_ARFIP2
8430	chr11:6715163-6715663_SMPD1
8421	chr11:6715163-6715663_TIMM10B
8424	chr11:6715163-6715663_ZNF215
2925	chr11:8227781-8228281_TRIM66
3001	chr11:8227781-8228281_NRIP3
2958	chr11:8227781-8228281_RPL27A
8449	chr11:8227781-8228281_EIF3F
2984	chr11:9368656-9369156_ZNF143
2926	chr11:9368656-9369156_TRIM66
2917	chr11:9368656-9369156_SBF2
3018	chr11:9368656-9369156_IPO7
2959	chr11:9368656-9369156_RPL27A
3010	chr11:9368656-9369156_DENND5A
3019	chr11:9383986-9384486_IPO7
3003	chr11:9383986-9384486_NRIP3
2918	chr11:9383986-9384486_SBF2
2927	chr11:9383986-9384486_TRIM66
2986	chr11:9385771-9386271_ZNF143
3020	chr11:9385771-9386271_IPO7
3012	chr11:9385771-9386271_DENND5A
2919	chr11:9385771-9386271_SBF2
3004	chr11:9385771-9386271_NRIP3
2909	chr11:9551578-9552078_SBF2
2962	chr11:9551578-9552078_AKIP1
3005	chr11:9551578-9552078_DENND5A
2980	chr11:9573340-9573840_ZNF143
3006	chr11:9573340-9573840_DENND5A
3014	chr11:9573340-9573840_IPO7
2988	chr11:9573340-9573840_TMEM9B
2910	chr11:9573340-9573840_SBF2
2930	chr11:9573340-9573840_WEE1
2931	chr11:9587491-9587991_WEE1
2955	chr11:9587491-9587991_RPL27A
2973	chr11:9587491-9587991_TMEM41B
2989	chr11:9587491-9587991_TMEM9B
2922	chr11:9587491-9587991_TRIM66
2939	chr11:9587491-9587991_SWAP70
2947	chr11:9587491-9587991_AMPD3
2964	chr11:9587491-9587991_AKIP1
2990	chr11:9588180-9588680_TMEM9B
2974	chr11:9588180-9588680_TMEM41B
2999	chr11:9588180-9588680_NRIP3
3016	chr11:9588180-9588680_IPO7
2932	chr11:9588180-9588680_WEE1
3023	chr11:9588180-9588680_RNF141
2923	chr11:9588180-9588680_TRIM66
2948	chr11:9588180-9588680_AMPD3
3009	chr11:9673724-9674224_DENND5A
2933	chr11:9673724-9674224_WEE1
2924	chr11:9673724-9674224_TRIM66
3000	chr11:9673724-9674224_NRIP3
2991	chr11:9673724-9674224_TMEM9B
2983	chr11:9673724-9674224_ZNF143
2975	chr11:9673724-9674224_TMEM41B
3045	chr11:10757213-10757713_CTR9
2950	chr11:10757213-10757713_AMPD3
2914	chr11:10757213-10757713_SBF2
3026	chr11:10764292-10764792_RNF141
3043	chr11:10764292-10764792_EIF4G2
3049	chr11:10764292-10764792_ZBED5
3046	chr11:10764292-10764792_CTR9
2915	chr11:10764292-10764792_SBF2
2951	chr11:10764292-10764792_AMPD3
2952	chr11:10941734-10942234_AMPD3
3305	chr11:11836305-11836805_MICALCL
3053	chr11:11836305-11836805_USP47
3309	chr11:11836305-11836805_MICAL2
3054	chr11:12599583-12600083_USP47
3310	chr11:12599583-12600083_MICAL2
3308	chr11:12599583-12600083_TEAD1
65358	chr11:14443763-14444263_CYP2R1
65354	chr11:14443763-14444263_RRAS2
65352	chr11:14443763-14444263_PSMA1
3334	chr11:14443763-14444263_BTBD10
65353	chr11:14916463-14916963_PSMA1
65355	chr11:14916463-14916963_RRAS2
65359	chr11:14916463-14916963_CYP2R1
3408	chr11:18405643-18406143_UEVLD
3410	chr11:18405643-18406143_ZDHHC13
3407	chr11:18405643-18406143_LDHA
3411	chr11:18405643-18406143_SPTY2D1
3401	chr11:18405643-18406143_TSG101
3400	chr11:18405643-18406143_KCNJ11
3409	chr11:18405643-18406143_SAAL1
3406	chr11:20149727-20150227_E2F8
64981	chr11:20149727-20150227_PRMT3
64980	chr11:20149727-20150227_HTATIP2
3945	chr11:44354747-44355247_HSD17B12
3923	chr11:44354747-44355247_C11orf96
3930	chr11:44354747-44355247_TTC17
3960	chr11:44527087-44527587_ALKBH3
3924	chr11:44527087-44527587_C11orf96
3953	chr11:44527087-44527587_EXT2
3925	chr11:44544971-44545471_C11orf96
3947	chr11:44544971-44545471_HSD17B12
3933	chr11:44544971-44545471_CD82
3961	chr11:44544971-44545471_ALKBH3
3962	chr11:44549503-44550003_ALKBH3
3934	chr11:44549503-44550003_CD82
3963	chr11:44551851-44552351_ALKBH3
3935	chr11:44551851-44552351_CD82
3942	chr11:44551851-44552351_ACCS
3956	chr11:44551851-44552351_EXT2
3927	chr11:44551851-44552351_C11orf96
3964	chr11:44552639-44553139_ALKBH3
3950	chr11:44552639-44553139_HSD17B12
3928	chr11:44552639-44553139_C11orf96
3957	chr11:44552639-44553139_EXT2
3936	chr11:44552639-44553139_CD82
3929	chr11:44563819-44564319_C11orf96
3965	chr11:44563819-44564319_ALKBH3
3958	chr11:44563819-44564319_EXT2
4089	chr11:45855887-45856387_MAPK8IP1
4096	chr11:45855887-45856387_CRY2
4138	chr11:45855887-45856387_CREB3L1
4181	chr11:46264746-46265246_SLC35C1
4090	chr11:46264746-46265246_MAPK8IP1
4220	chr11:46264746-46265246_C11orf49
4167	chr11:46264746-46265246_ATG13
4229	chr11:46264746-46265246_ARFGAP2
4153	chr11:46264746-46265246_CKAP5
4139	chr11:46264746-46265246_CREB3L1
4132	chr11:46264746-46265246_DGKZ
4125	chr11:46264746-46265246_PHF21A
4104	chr11:46264746-46265246_MDK
4097	chr11:46264746-46265246_CRY2
4147	chr11:46269060-46269560_ZNF408
4105	chr11:46269060-46269560_MDK
4221	chr11:46269060-46269560_C11orf49
4175	chr11:46269060-46269560_HARBI1
4133	chr11:46269060-46269560_DGKZ
4126	chr11:46269060-46269560_PHF21A
4230	chr11:46269060-46269560_ARFGAP2
4162	chr11:46270131-46270631_ARHGAP1
4092	chr11:46270131-46270631_MAPK8IP1
4155	chr11:46270131-46270631_CKAP5
4231	chr11:46270131-46270631_ARFGAP2
4113	chr11:46270131-46270631_AMBRA1
4106	chr11:46270131-46270631_MDK
4183	chr11:46270131-46270631_SLC35C1
4134	chr11:46270131-46270631_DGKZ
4263	chr11:46270131-46270631_ACP2
4222	chr11:46270131-46270631_C11orf49
4093	chr11:46271066-46271566_MAPK8IP1
4177	chr11:46271066-46271566_HARBI1
4114	chr11:46271066-46271566_AMBRA1
4149	chr11:46271066-46271566_ZNF408
4107	chr11:46271066-46271566_MDK
4135	chr11:46271066-46271566_DGKZ
4128	chr11:46271066-46271566_PHF21A
4142	chr11:46271066-46271566_CREB3L1
4184	chr11:46271066-46271566_SLC35C1
4244	chr11:46271066-46271566_PACSIN3
4264	chr11:46271066-46271566_ACP2
4211	chr11:46271066-46271566_DDB2
4171	chr11:46271891-46272391_ATG13
4164	chr11:46271891-46272391_ARHGAP1
4157	chr11:46271891-46272391_CKAP5
4245	chr11:46271891-46272391_PACSIN3
4143	chr11:46271891-46272391_CREB3L1
4122	chr11:46271891-46272391_PEX16
4115	chr11:46271891-46272391_AMBRA1
4108	chr11:46271891-46272391_MDK
4224	chr11:46271891-46272391_C11orf49
4101	chr11:46271891-46272391_CRY2
4212	chr11:46271891-46272391_DDB2
4109	chr11:46619118-46619618_MDK
4137	chr11:46619118-46619618_DGKZ
4213	chr11:46619118-46619618_DDB2
4246	chr11:46619118-46619618_PACSIN3
4116	chr11:46619118-46619618_AMBRA1
4308	chr11:46619118-46619618_SLC39A13
4102	chr11:46619118-46619618_CRY2
4158	chr11:46619118-46619618_CKAP5
4179	chr11:46619118-46619618_HARBI1
4225	chr11:46619118-46619618_C11orf49
4301	chr11:46619118-46619618_CELF1
4315	chr11:46619118-46619618_PSMC3
4294	chr11:46619118-46619618_KBTBD4
4273	chr11:46619118-46619618_SPI1
4322	chr11:46619118-46619618_NDUFS3
4095	chr11:46619118-46619618_MAPK8IP1
4165	chr11:46619118-46619618_ARHGAP1
4123	chr11:46619118-46619618_PEX16
4257	chr11:47884802-47885302_NR1H3
4274	chr11:47884802-47885302_SPI1
4361	chr11:47884802-47885302_FNBP4
4267	chr11:47884802-47885302_ACP2
4309	chr11:47884802-47885302_SLC39A13
4302	chr11:47884802-47885302_CELF1
4323	chr11:47884802-47885302_NDUFS3
4288	chr11:47884802-47885302_PTPMT1
4355	chr11:47884802-47885302_MTCH2
4235	chr11:47884802-47885302_ARFGAP2
4316	chr11:47884802-47885302_PSMC3
4275	chr11:47937867-47938367_SPI1
4289	chr11:47937867-47938367_PTPMT1
4282	chr11:47937867-47938367_MADD
4296	chr11:47937867-47938367_KBTBD4
4356	chr11:47937867-47938367_MTCH2
4248	chr11:47937867-47938367_PACSIN3
4324	chr11:47937867-47938367_NDUFS3
4362	chr11:47937867-47938367_FNBP4
4268	chr11:47937867-47938367_ACP2
4344	chr11:47937867-47938367_PTPRJ
4351	chr11:47939362-47939862_NUP160
4237	chr11:47939362-47939862_ARFGAP2
4345	chr11:47939362-47939862_PTPRJ
4290	chr11:47939362-47939862_PTPMT1
4318	chr11:47939362-47939862_PSMC3
4269	chr11:47939362-47939862_ACP2
4283	chr11:47939362-47939862_MADD
4325	chr11:47939362-47939862_NDUFS3
4357	chr11:47939362-47939862_MTCH2
4276	chr11:47939362-47939862_SPI1
4259	chr11:47939362-47939862_NR1H3
4346	chr11:47965391-47965891_PTPRJ
4312	chr11:47965391-47965891_SLC39A13
4326	chr11:47965391-47965891_NDUFS3
4358	chr11:47965391-47965891_MTCH2
4352	chr11:47965391-47965891_NUP160
4364	chr11:47965391-47965891_FNBP4
4305	chr11:47965391-47965891_CELF1
4298	chr11:47965391-47965891_KBTBD4
4250	chr11:47965391-47965891_PACSIN3
4291	chr11:47965391-47965891_PTPMT1
4277	chr11:47965391-47965891_SPI1
4359	chr11:47968419-47968919_MTCH2
4320	chr11:47968419-47968919_PSMC3
4261	chr11:47968419-47968919_NR1H3
4365	chr11:47968419-47968919_FNBP4
4347	chr11:47968419-47968919_PTPRJ
4218	chr11:47968419-47968919_DDB2
4292	chr11:47968419-47968919_PTPMT1
4327	chr11:47968419-47968919_NDUFS3
4348	chr11:47969651-47970151_PTPRJ
4366	chr11:47969651-47970151_FNBP4
4219	chr11:47969651-47970151_DDB2
4328	chr11:47969651-47970151_NDUFS3
4252	chr11:47969651-47970151_PACSIN3
4293	chr11:47969651-47970151_PTPMT1
4286	chr11:47969651-47970151_MADD
4240	chr11:47969651-47970151_ARFGAP2
4279	chr11:47969651-47970151_SPI1
4307	chr11:47969651-47970151_CELF1
4314	chr11:47969651-47970151_SLC39A13
4360	chr11:47969651-47970151_MTCH2
4321	chr11:47969651-47970151_PSMC3
64655	chr13:95201417-95201948_ABCC4
64643	chr13:95307928-95308428_TGDS
64648	chr13:95359552-95360052_DNAJC3
64653	chr13:95359552-95360052_ABCC4
64649	chr13:95969582-95970082_UGGT2
64650	chr13:95969582-95970082_ABCC4
64641	chr13:95969582-95970082_TGDS
11371	chr13:97793769-97794269_RAP2A
11380	chr13:97793769-97794269_MBNL2
11372	chr13:97794651-97795151_RAP2A
11376	chr13:97794651-97795151_IPO5
11373	chr13:97801117-97801617_RAP2A
11384	chr13:99310363-99310863_DOCK9
11392	chr13:99310363-99310863_CLYBL
11379	chr13:99310363-99310863_IPO5
11397	chr13:99310363-99310863_TM9SF2
11420	chr13:99803756-99804256_PCCA
11389	chr13:99803756-99804256_STK24
11416	chr13:99803756-99804256_ZIC5
11402	chr13:99803756-99804256_UBAC2
11398	chr13:99803756-99804256_TM9SF2
11417	chr13:99844148-99844648_ZIC5
11421	chr13:99844148-99844648_PCCA
11407	chr13:99844148-99844648_GPR183
11413	chr13:99844148-99844648_ZIC2
11394	chr13:99844148-99844648_CLYBL
11395	chr13:100086530-100087030_CLYBL
11404	chr13:100086530-100087030_UBAC2
11422	chr13:100086530-100087030_PCCA
11408	chr13:100086530-100087030_GPR183
11387	chr13:100086530-100087030_DOCK9
11391	chr13:100086530-100087030_STK24
11424	chr13:101253187-101253687_TMTC4
11425	chr13:101253187-101253687_GGACT
11419	chr13:101253187-101253687_ZIC5
11415	chr13:101253187-101253687_ZIC2
65395	chr13:103244180-103244680_KDELC1
65394	chr13:103244180-103244680_TPP2
65391	chr13:107222688-107223188_ARGLU1
11432	chr13:108535794-108536294_LIG4
11430	chr13:108535794-108536294_ABHD13
11428	chr13:108535794-108536294_MYO16
11426	chr13:108535794-108536294_FAM155A
11431	chr13:109225077-109225577_ABHD13
11433	chr13:109225077-109225577_LIG4
11434	chr13:110347285-110347785_COL4A2
11445	chr13:110347285-110347785_RAB20
11443	chr13:110359320-110359820_IRS2
11435	chr13:110359320-110359820_COL4A2
11466	chr13:111254453-111254953_ANKRD10
11472	chr13:111254453-111254953_ARHGEF7
11460	chr13:111254453-111254953_ING1
11444	chr13:111254453-111254953_IRS2
11467	chr13:111524295-111524795_ANKRD10
11448	chr13:111524295-111524795_RAB20
11474	chr13:111526893-111527393_ARHGEF7
11469	chr13:111609573-111610073_ANKRD10
11463	chr13:111609573-111610073_ING1
11475	chr13:111609573-111610073_ARHGEF7
11457	chr13:111609573-111610073_CARS2
11450	chr13:111609573-111610073_RAB20
11470	chr13:111612465-111612965_ANKRD10
11464	chr13:111612465-111612965_ING1
11476	chr13:111612465-111612965_ARHGEF7
11458	chr13:111612465-111612965_CARS2
11441	chr13:111699125-111699625_COL4A2
11459	chr13:111699125-111699625_CARS2
11452	chr13:111699125-111699625_RAB20
11509	chr13:113809176-113809676_LAMP1
11510	chr13:113809176-113809676_TFDP1
11501	chr13:113809176-113809676_DCUN1D2
11494	chr13:113809176-113809676_GAS6
11505	chr13:113809176-113809676_TMCO3
11517	chr13:114992137-114992637_UPF3A
11523	chr13:114992137-114992637_CHAMP1
11514	chr13:114992137-114992637_CDC16
11506	chr13:114992137-114992637_TMCO3
11502	chr13:114992137-114992637_DCUN1D2
11495	chr13:114992137-114992637_GAS6
11500	chr13:114992137-114992637_GRTP1
11524	chr13:115044628-115045128_CHAMP1
11507	chr13:115044628-115045128_TMCO3
11518	chr13:115044628-115045128_UPF3A
11521	chr13:115044628-115045128_RASA3
11508	chr13:115078541-115079041_TMCO3
11522	chr13:115078541-115079041_RASA3
11497	chr13:115078541-115079041_GAS6
11513	chr13:115078541-115079041_TFDP1
11504	chr13:115078541-115079041_DCUN1D2
11519	chr13:115078541-115079041_UPF3A
11525	chr13:115078541-115079041_CHAMP1
18649	chr16:192947-193447_TMEM8A
18956	chr16:192947-193447_RAB40C
18665	chr16:192947-193447_WDR90
18779	chr16:192947-193447_NPRL3
18847	chr16:192947-193447_HBZ
18806	chr16:192947-193447_HAGHL
18697	chr16:192947-193447_LUC7L
18589	chr16:192947-193447_FAM173A
18998	chr16:192947-193447_DECR2
18605	chr16:192947-193447_RHBDL1
18854	chr16:192947-193447_RHOT2
18991	chr16:192947-193447_HBA1
18745	chr16:192947-193447_HBQ1
18881	chr16:192947-193447_SNRNP25
18528	chr16:192947-193447_RPUSD1
18738	chr16:192947-193447_MRPL28
18831	chr16:192947-193447_WDR24
18877	chr16:192947-193447_POLR3K
18949	chr16:192947-193447_HBA2
18814	chr16:192947-193447_STUB1
18784	chr16:192947-193447_MPG
18798	chr16:192947-193447_NARFL
18559	chr16:192947-193447_RAB11FIP3
18746	chr16:194798-195298_HBQ1
18642	chr16:194798-195298_FBXL16
18950	chr16:194798-195298_HBA2
18957	chr16:194798-195298_RAB40C
18848	chr16:194798-195298_HBZ
18992	chr16:194798-195298_HBA1
18792	chr16:194798-195298_NME4
18598	chr16:194798-195298_METRN
18780	chr16:194798-195298_NPRL3
19006	chr16:194798-195298_NHLRC4
18999	chr16:194798-195298_DECR2
18889	chr16:194798-195298_JMJD8
18560	chr16:194798-195298_RAB11FIP3
18883	chr16:412074-412574_SNRNP25
18716	chr16:412074-412574_PIGQ
18879	chr16:412074-412574_POLR3K
18576	chr16:412074-412574_AXIN1
18740	chr16:412074-412574_MRPL28
18600	chr16:412074-412574_METRN
18801	chr16:412074-412574_NARFL
18817	chr16:412074-412574_STUB1
18608	chr16:412074-412574_RHBDL1
19008	chr16:412074-412574_NHLRC4
19000	chr16:412074-412574_DECR2
18545	chr16:412074-412574_BAIAP3
18747	chr16:412074-412574_HBQ1
18793	chr16:412074-412574_NME4
18708	chr16:412074-412574_TSR3
18531	chr16:412074-412574_RPUSD1
18834	chr16:412074-412574_WDR24
18644	chr16:412074-412574_FBXL16
18592	chr16:412074-412574_FAM173A
18809	chr16:412074-412574_HAGHL
18835	chr16:1060934-1061434_CHTF18
18794	chr16:1060934-1061434_NARFL
18858	chr16:1060934-1061434_RPS2
18782	chr16:1060934-1061434_MPG
18766	chr16:1060934-1061434_NME3
18810	chr16:1060934-1061434_STUB1
18757	chr16:1060934-1061434_NUBP2
18818	chr16:1060934-1061434_UBE2I
18725	chr16:1060934-1061434_MRPS34
18734	chr16:1060934-1061434_MRPL28
18843	chr16:1060934-1061434_HBZ
18827	chr16:1060934-1061434_WDR24
18775	chr16:1060934-1061434_NPRL3
18867	chr16:1060934-1061434_NDUFB10
18524	chr16:1060934-1061434_RPUSD1
18700	chr16:1060934-1061434_TSR3
18945	chr16:1060934-1061434_HBA2
18627	chr16:1060934-1061434_SYNGR3
18960	chr16:1060934-1061434_EME2
18617	chr16:1060934-1061434_GFER
18969	chr16:1060934-1061434_MSRB1
18609	chr16:1060934-1061434_CAPN15
18978	chr16:1060934-1061434_HN1L
18645	chr16:1060934-1061434_TMEM8A
18987	chr16:1060934-1061434_HBA1
18585	chr16:1060934-1061434_FAM173A
18577	chr16:1060934-1061434_CLCN7
18562	chr16:1060934-1061434_TELO2
18537	chr16:1060934-1061434_BAIAP3
18693	chr16:1060934-1061434_LUC7L
18876	chr16:1060934-1061434_POLR3K
18880	chr16:1060934-1061434_SNRNP25
18911	chr16:1060934-1061434_C16orf91
18919	chr16:1060934-1061434_FAHD1
18884	chr16:1060934-1061434_JMJD8
18669	chr16:1060934-1061434_CCDC78
18646	chr16:1105001-1105501_TMEM8A
18578	chr16:1105001-1105501_CLCN7
18556	chr16:1105001-1105501_RAB11FIP3
18694	chr16:1105001-1105501_LUC7L
18547	chr16:1105001-1105501_HAGH
18538	chr16:1105001-1105501_BAIAP3
18710	chr16:1105001-1105501_PIGQ
18563	chr16:1105001-1105501_TELO2
18767	chr16:1105001-1105501_NME3
18718	chr16:1105001-1105501_UNKL
18735	chr16:1105001-1105501_MRPL28
18662	chr16:1105001-1105501_WDR90
18749	chr16:1105001-1105501_GNPTG
18670	chr16:1105001-1105501_CCDC78
18678	chr16:1105001-1105501_MEIOB
18586	chr16:1105001-1105501_FAM173A
18618	chr16:1105001-1105501_GFER
18929	chr16:1105001-1105501_TBL3
18988	chr16:1105001-1105501_HBA1
18828	chr16:1105001-1105501_WDR24
18961	chr16:1105001-1105501_EME2
18836	chr16:1105001-1105501_CHTF18
18953	chr16:1105001-1105501_RAB40C
18844	chr16:1105001-1105501_HBZ
18851	chr16:1105001-1105501_RHOT2
18902	chr16:1105001-1105501_ZNF598
18995	chr16:1105001-1105501_DECR2
19191	chr16:1105001-1105501_NTHL1
18803	chr16:1105001-1105501_HAGHL
18811	chr16:1105001-1105501_STUB1
19182	chr16:1105001-1105501_SLC9A3R2
18654	chr16:1172649-1173149_MAPK8IP3
19201	chr16:1172649-1173149_TSC2
18671	chr16:1172649-1173149_CCDC78
18548	chr16:1172649-1173149_HAGH
18903	chr16:1172649-1173149_ZNF598
18688	chr16:1172649-1173149_ARHGDIG
18894	chr16:1172649-1173149_SPSB3
18886	chr16:1172649-1173149_JMJD8
19003	chr16:1172649-1173149_NHLRC4
18971	chr16:1172649-1173149_MSRB1
18647	chr16:1172649-1173149_TMEM8A
18611	chr16:1172649-1173149_CAPN15
18954	chr16:1172649-1173149_RAB40C
19192	chr16:1172649-1173149_NTHL1
18695	chr16:1172649-1173149_LUC7L
18962	chr16:1172649-1173149_EME2
18789	chr16:1172649-1173149_NME4
18711	chr16:1172649-1173149_PIGQ
18719	chr16:1172649-1173149_UNKL
18796	chr16:1172649-1173149_NARFL
18852	chr16:1172649-1173149_RHOT2
