	group
10389	chr12.1
10567	chr12.1
10379	chr12.1
10399	chr12.1
10390	chr12.1
10552	chr12.1
9842	chr12.1
10370	chr12.1
10380	chr12.1
10400	chr12.1
10888	chr12.1
10885	chr12.1
10894	chr12.1
10879	chr12.1
10882	chr12.1
10877	chr12.1
10886	chr12.1
10880	chr12.1
10575	chr12.1
10570	chr12.1
10889	chr12.1
10896	chr12.1
10890	chr12.1
10887	chr12.1
10884	chr12.1
10576	chr12.1
10903	chr12.1
10905	chr12.1
10909	chr12.1
10897	chr12.1
10902	chr12.1
10898	chr12.1
10908	chr12.1
10906	chr12.1
10904	chr12.1
10998	chr12.1
11003	chr12.1
10999	chr12.1
10989	chr12.1
10995	chr12.1
11005	chr12.1
11000	chr12.1
10990	chr12.1
11001	chr12.1
10996	chr12.1
11006	chr12.1
10992	chr12.1
11002	chr12.1
10997	chr12.1
63682	chr12.1
63680	chr12.1
63683	chr12.1
11037	chr12.1
11034	chr12.1
11033	chr12.1
11036	chr12.1
11038	chr12.1
63725	chr12.1
11039	chr12.1
63722	chr12.1
63724	chr12.1
63720	chr12.1
63721	chr12.1
11139	chr12.1
11124	chr12.1
11146	chr12.1
11099	chr12.1
11133	chr12.1
11118	chr12.1
11109	chr12.1
11181	chr12.1
11100	chr12.1
11126	chr12.1
11148	chr12.1
11101	chr12.1
11119	chr12.1
11142	chr12.1
11111	chr12.1
11143	chr12.1
11137	chr12.1
11150	chr12.1
11121	chr12.1
11112	chr12.1
11184	chr12.1
11144	chr12.1
11138	chr12.1
11129	chr12.1
11105	chr12.1
11123	chr12.1
11153	chr12.1
11131	chr12.1
11188	chr12.1
11132	chr12.1
11116	chr12.1
11233	chr12.1
11237	chr12.1
11251	chr12.1
11232	chr12.1
11226	chr12.1
11231	chr12.1
11228	chr12.1
11277	chr12.1
11234	chr12.1
11201	chr12.1
11278	chr12.1
11202	chr12.1
11229	chr12.1
11214	chr12.1
11254	chr12.1
11203	chr12.1
11255	chr12.1
11279	chr12.1
11230	chr12.1
11215	chr12.1
11241	chr12.1
8464	chr12.1
11256	chr12.1
8465	chr12.1
11257	chr12.1
11269	chr12.1
11281	chr12.1
11282	chr12.1
11270	chr12.1
11243	chr12.1
11283	chr12.1
11271	chr12.1
11207	chr12.1
11244	chr12.1
11208	chr12.1
11284	chr12.1
8468	chr12.1
8484	chr12.1
11260	chr12.1
11272	chr12.1
11285	chr12.1
11273	chr12.1
8485	chr12.1
11261	chr12.1
11209	chr12.1
8469	chr12.1
11274	chr12.1
11262	chr12.1
8457	chr12.1
11286	chr12.1
8458	chr12.1
11263	chr12.1
11275	chr12.1
8471	chr12.1
11287	chr12.1
8459	chr12.1
8488	chr12.1
8472	chr12.1
11288	chr12.1
11276	chr12.1
8489	chr12.1
8473	chr12.1
8477	chr12.1
8451	chr12.1
8461	chr12.1
8474	chr12.1
8478	chr12.1
8479	chr12.1
8475	chr12.1
8491	chr12.1
8452	chr12.1
8495	chr12.1
8494	chr12.1
8493	chr12.1
8497	chr12.1
10738	chr12.4
10712	chr12.4
10713	chr12.4
10739	chr12.4
10815	chr12.4
10740	chr12.4
10725	chr12.4
10776	chr12.4
10789	chr12.4
10802	chr12.4
10790	chr12.4
10751	chr12.4
10816	chr12.4
10715	chr12.4
10741	chr12.4
10804	chr12.4
10727	chr12.4
10752	chr12.4
10742	chr12.4
10817	chr12.4
10791	chr12.4
10778	chr12.4
10717	chr12.4
10766	chr12.4
10743	chr12.4
10792	chr12.4
10818	chr12.4
10779	chr12.4
10718	chr12.4
10767	chr12.4
10729	chr12.4
10793	chr12.4
10820	chr12.4
10755	chr12.4
10745	chr12.4
10807	chr12.4
10795	chr12.4
10808	chr12.4
10821	chr12.4
10769	chr12.4
10796	chr12.4
10783	chr12.4
10747	chr12.4
10822	chr12.4
10809	chr12.4
10757	chr12.4
10830	chr12.4
10823	chr12.4
10835	chr12.4
10797	chr12.4
10840	chr12.4
10733	chr12.4
10758	chr12.4
10771	chr12.4
10734	chr12.4
10824	chr12.4
10749	chr12.4
10831	chr12.4
10798	chr12.4
10772	chr12.4
10846	chr12.4
10811	chr12.4
10785	chr12.4
10842	chr12.4
10825	chr12.4
10799	chr12.4
10786	chr12.4
10847	chr12.4
10760	chr12.4
10800	chr12.4
10787	chr12.4
10833	chr12.4
10858	chr12.4
10852	chr12.4
10864	chr12.4
10861	chr12.4
10873	chr12.4
10826	chr12.4
10874	chr12.4
10737	chr12.4
10865	chr12.4
10856	chr12.4
10859	chr12.4
10853	chr12.4
10788	chr12.4
10834	chr12.4
15139	chr14.3
15136	chr14.3
15129	chr14.3
15112	chr14.3
15140	chr14.3
15137	chr14.3
15134	chr14.3
15099	chr14.3
15105	chr14.3
15130	chr14.3
15109	chr14.3
15122	chr14.3
15113	chr14.3
15119	chr14.3
15100	chr14.3
15106	chr14.3
15150	chr14.3
15114	chr14.3
15117	chr14.3
15135	chr14.3
15127	chr14.3
15144	chr14.3
15111	chr14.3
15250	chr14.3
15153	chr14.3
15124	chr14.3
15107	chr14.3
15254	chr14.3
15128	chr14.3
15132	chr14.3
15249	chr14.3
15253	chr14.3
15248	chr14.3
15295	chr14.3
15315	chr14.3
15305	chr14.3
15269	chr14.3
15329	chr14.3
15282	chr14.3
15278	chr14.3
15321	chr14.3
15326	chr14.3
15316	chr14.3
15301	chr14.3
15306	chr14.3
15283	chr14.3
15287	chr14.3
15296	chr14.3
15291	chr14.3
15279	chr14.3
15280	chr14.3
15322	chr14.3
15288	chr14.3
15292	chr14.3
15312	chr14.3
15307	chr14.3
15284	chr14.3
15277	chr14.3
15272	chr14.3
15328	chr14.3
15298	chr14.3
15289	chr14.3
15293	chr14.3
15308	chr14.3
15294	chr14.3
15324	chr14.3
15304	chr14.3
15299	chr14.3
15552	chr14.3
15555	chr14.3
15564	chr14.3
15568	chr14.3
15574	chr14.3
15572	chr14.3
15578	chr14.3
15579	chr14.3
15571	chr14.3
15569	chr14.3
15575	chr14.3
12885	chr14.3
12881	chr14.3
12877	chr14.3
12882	chr14.3
12890	chr14.3
12866	chr14.3
12874	chr14.3
12887	chr14.3
12871	chr14.3
12888	chr14.3
12884	chr14.3
12868	chr14.3
12872	chr14.3
12930	chr14.3
12945	chr14.3
12902	chr14.3
12897	chr14.3
12950	chr14.3
12925	chr14.3
12898	chr14.3
12956	chr14.3
12931	chr14.3
12936	chr14.3
12932	chr14.3
12947	chr14.3
12904	chr14.3
12942	chr14.3
12937	chr14.3
12952	chr14.3
12909	chr14.3
12899	chr14.3
12948	chr14.3
12938	chr14.3
12933	chr14.3
12953	chr14.3
12905	chr14.3
12910	chr14.3
12943	chr14.3
12928	chr14.3
12915	chr14.3
12958	chr14.3
12939	chr14.3
12916	chr14.3
12906	chr14.3
12929	chr14.3
12911	chr14.3
12949	chr14.3
12990	chr14.3
12966	chr14.3
12978	chr14.3
63345	chr14.3
13002	chr14.3
63325	chr14.3
63315	chr14.3
12977	chr14.3
63344	chr14.3
63334	chr14.3
12965	chr14.3
63314	chr14.3
12962	chr14.3
12973	chr14.3
12919	chr14.3
63340	chr14.3
12997	chr14.3
12985	chr14.3
63330	chr14.3
12924	chr14.3
63346	chr14.3
12979	chr14.3
63326	chr14.3
12999	chr14.3
12964	chr14.3
12921	chr14.3
12987	chr14.3
63332	chr14.3
63312	chr14.3
12983	chr14.3
63338	chr14.3
12917	chr14.3
12998	chr14.3
63321	chr14.3
63341	chr14.3
63331	chr14.3
12974	chr14.3
12963	chr14.3
63329	chr14.3
63319	chr14.3
63339	chr14.3
12918	chr14.3
12961	chr14.3
63317	chr14.3
63337	chr14.3
13015	chr14.3
63343	chr14.3
13011	chr14.3
12968	chr14.3
12992	chr14.3
13012	chr14.3
13004	chr14.3
12981	chr14.3
13010	chr14.3
13006	chr14.3
13014	chr14.3
13017	chr14.3
13035	chr14.3
13031	chr14.3
13028	chr14.3
13021	chr14.3
13049	chr14.3
13018	chr14.3
13045	chr14.3
13056	chr14.3
13029	chr14.3
13032	chr14.3
13039	chr14.3
13043	chr14.3
13019	chr14.3
13057	chr14.3
13020	chr14.3
13044	chr14.3
13040	chr14.3
13033	chr14.3
13030	chr14.3
13023	chr14.3
13047	chr14.3
13051	chr14.3
13055	chr14.3
13058	chr14.3
13326	chr14.3
13041	chr14.3
13390	chr14.3
13382	chr14.3
13374	chr14.3
13314	chr14.3
13024	chr14.3
13320	chr14.3
13404	chr14.3
13338	chr14.3
13402	chr14.3
13410	chr14.3
13327	chr14.3
13333	chr14.3
13383	chr14.3
13351	chr14.3
13369	chr14.3
13357	chr14.3
13321	chr14.3
13363	chr14.3
13377	chr14.3
13417	chr14.3
13405	chr14.3
13397	chr14.3
13411	chr14.3
13412	chr14.3
13370	chr14.3
13398	chr14.3
13352	chr14.3
13413	chr14.3
13334	chr14.3
13442	chr14.3
13364	chr14.3
13406	chr14.3
13328	chr14.3
13392	chr14.3
13378	chr14.3
13316	chr14.3
13386	chr14.3
13433	chr14.3
13418	chr14.3
13443	chr14.3
13387	chr14.3
13393	chr14.3
13359	chr14.3
13341	chr14.3
13335	chr14.3
13371	chr14.3
13317	chr14.3
13419	chr14.3
13379	chr14.3
13372	chr14.3
13380	chr14.3
13336	chr14.3
13330	chr14.3
13435	chr14.3
13408	chr14.3
13348	chr14.3
13395	chr14.3
13436	chr14.3
13421	chr14.3
13389	chr14.3
13409	chr14.3
13331	chr14.3
13445	chr14.3
13437	chr14.3
13485	chr14.3
13503	chr14.3
13469	chr14.3
13522	chr14.3
13528	chr14.3
13492	chr14.3
13459	chr14.3
13438	chr14.3
13480	chr14.3
13475	chr14.3
13447	chr14.3
13517	chr14.3
13487	chr14.3
13471	chr14.3
13439	chr14.3
13481	chr14.3
13448	chr14.3
13460	chr14.3
13466	chr14.3
13488	chr14.3
13530	chr14.3
13506	chr14.3
13461	chr14.3
13482	chr14.3
13477	chr14.3
13483	chr14.3
13495	chr14.3
13519	chr14.3
13513	chr14.3
13501	chr14.3
13468	chr14.3
13463	chr14.3
13484	chr14.3
13532	chr14.3
13539	chr14.4
13540	chr14.4
13542	chr14.4
13544	chr14.4
13541	chr14.4
13547	chr14.4
13578	chr14.4
13552	chr14.4
13581	chr14.4
13587	chr14.4
13593	chr14.4
13599	chr14.4
13548	chr14.4
13588	chr14.4
13579	chr14.4
13572	chr14.4
13549	chr14.4
13553	chr14.4
13563	chr14.4
13557	chr14.4
13595	chr14.4
13554	chr14.4
13601	chr14.4
13580	chr14.4
13564	chr14.4
13576	chr14.4
13559	chr14.4
13590	chr14.4
13568	chr14.4
13602	chr14.4
13584	chr14.4
13555	chr14.4
13604	chr14.4
13620	chr14.4
13623	chr14.4
13609	chr14.4
13617	chr14.4
13569	chr14.4
13597	chr14.4
13591	chr14.4
13560	chr14.4
13612	chr14.4
13592	chr14.4
13605	chr14.4
13570	chr14.4
13618	chr14.4
13624	chr14.4
13611	chr14.4
13616	chr14.4
13619	chr14.4
13622	chr14.4
13625	chr14.4
13627	chr14.4
13653	chr14.4
13662	chr14.4
13654	chr14.4
13631	chr14.4
13647	chr14.4
13670	chr14.4
13648	chr14.4
13663	chr14.4
13632	chr14.4
13633	chr14.4
13649	chr14.4
13656	chr14.4
13664	chr14.4
13672	chr14.4
13642	chr14.4
13665	chr14.4
13650	chr14.4
13635	chr14.4
13643	chr14.4
13636	chr14.4
13667	chr14.4
13652	chr14.4
13668	chr14.4
13675	chr14.4
13676	chr14.4
13704	chr14.4
13729	chr14.4
13678	chr14.4
13697	chr14.4
13679	chr14.4
13722	chr14.4
13712	chr14.4
13681	chr14.4
13691	chr14.4
13683	chr14.4
13684	chr14.4
13702	chr14.4
13716	chr14.4
13694	chr14.4
13685	chr14.4
13784	chr14.4
13731	chr14.4
13808	chr14.4
13791	chr14.4
13754	chr14.4
13809	chr14.4
13740	chr14.4
13792	chr14.4
13755	chr14.4
13826	chr14.4
13905	chr14.4
13857	chr14.4
13793	chr14.4
13953	chr14.4
13827	chr14.4
13767	chr14.4
13937	chr14.4
13810	chr14.4
13787	chr14.4
13845	chr14.4
13874	chr14.4
13811	chr14.4
13890	chr14.4
13906	chr14.4
13768	chr14.4
13794	chr14.4
13922	chr14.4
13778	chr14.4
13984	chr14.4
13742	chr14.4
13812	chr14.4
13769	chr14.4
13736	chr14.4
13923	chr14.4
13795	chr14.4
13846	chr14.4
13985	chr14.4
13891	chr14.4
13939	chr14.4
13907	chr14.4
13779	chr14.4
13956	chr14.4
13876	chr14.4
13770	chr14.4
13830	chr14.4
13813	chr14.4
13744	chr14.4
13877	chr14.4
13957	chr14.4
13814	chr14.4
13781	chr14.4
13746	chr14.4
13958	chr14.4
13815	chr14.4
14024	chr14.4
13832	chr14.4
13862	chr14.4
13878	chr14.4
13959	chr14.4
14025	chr14.4
13833	chr14.4
13879	chr14.4
13773	chr14.4
13850	chr14.4
13762	chr14.4
14014	chr14.4
13851	chr14.4
13944	chr14.4
13990	chr14.4
13975	chr14.4
13912	chr14.4
13928	chr14.4
14038	chr14.4
13800	chr14.4
13763	chr14.4
13748	chr14.4
13835	chr14.4
14003	chr14.4
14039	chr14.4
14027	chr14.4
13961	chr14.4
13913	chr14.4
13749	chr14.4
14015	chr14.4
13991	chr14.4
13897	chr14.4
13818	chr14.4
13836	chr14.4
13853	chr14.4
13962	chr14.4
13992	chr14.4
13882	chr14.4
13977	chr14.4
13946	chr14.4
13898	chr14.4
14016	chr14.4
13914	chr14.4
13930	chr14.4
14040	chr14.4
13819	chr14.4
13867	chr14.4
13915	chr14.4
13883	chr14.4
13751	chr14.4
14005	chr14.4
13803	chr14.4
13837	chr14.4
13899	chr14.4
13931	chr14.4
13820	chr14.4
14029	chr14.4
13964	chr14.4
13900	chr14.4
13916	chr14.4
14030	chr14.4
13821	chr14.4
13979	chr14.4
13838	chr14.4
13752	chr14.4
13901	chr14.4
13949	chr14.4
13933	chr14.4
13965	chr14.4
13885	chr14.4
13917	chr14.4
13856	chr14.4
14031	chr14.4
14019	chr14.4
13995	chr14.4
13839	chr14.4
14043	chr14.4
13805	chr14.4
13980	chr14.4
14008	chr14.4
13886	chr14.4
13981	chr14.4
13966	chr14.4
13950	chr14.4
13807	chr14.4
13903	chr14.4
14021	chr14.4
13887	chr14.4
13841	chr14.4
13967	chr14.4
14046	chr14.4
14228	chr14.4
13983	chr14.4
13936	chr14.4
13920	chr14.4
14218	chr14.4
13968	chr14.4
14010	chr14.4
14243	chr14.4
14233	chr14.4
14238	chr14.4
14229	chr14.4
14248	chr14.4
14274	chr14.4
14234	chr14.4
14282	chr14.4
14224	chr14.4
14264	chr14.4
14245	chr14.4
14283	chr14.4
14289	chr14.4
14249	chr14.4
14235	chr14.4
14254	chr14.4
14230	chr14.4
14275	chr14.4
14226	chr14.4
14236	chr14.4
14246	chr14.4
14237	chr14.4
14222	chr14.4
14242	chr14.4
14262	chr14.4
14272	chr14.4
14227	chr14.4
14256	chr14.4
14251	chr14.4
14277	chr14.4
14247	chr14.4
14285	chr14.4
14263	chr14.4
14252	chr14.4
14293	chr14.4
14258	chr14.4
14279	chr14.4
14287	chr14.4
14280	chr14.4
14281	chr14.4
65708	chr16.4
19816	chr16.4
19796	chr16.4
19793	chr16.4
19811	chr16.4
19814	chr16.4
19817	chr16.4
19802	chr16.4
19809	chr16.4
19815	chr16.4
19812	chr16.4
19800	chr16.4
19803	chr16.4
19813	chr16.4
19819	chr16.4
19843	chr16.4
19837	chr16.4
19846	chr16.4
19828	chr16.4
19848	chr16.4
19826	chr16.4
19821	chr16.4
19823	chr16.4
19847	chr16.4
19841	chr16.4
19850	chr16.4
19838	chr16.4
19835	chr16.4
64790	chr16.4
19827	chr16.4
64786	chr16.4
19836	chr16.4
19839	chr16.4
64784	chr16.4
19955	chr16.4
64785	chr16.4
19956	chr16.4
19949	chr16.4
19942	chr16.4
19933	chr16.4
19966	chr16.4
19950	chr16.4
19926	chr16.4
19957	chr16.4
19937	chr16.4
19944	chr16.4
20084	chr16.4
19951	chr16.4
20028	chr16.4
19972	chr16.4
19927	chr16.4
20098	chr16.4
20014	chr16.4
20070	chr16.4
20042	chr16.4
19967	chr16.4
19918	chr16.4
20015	chr16.4
19973	chr16.4
20099	chr16.4
19968	chr16.4
20043	chr16.4
19945	chr16.4
19959	chr16.4
19928	chr16.4
20138	chr16.4
20044	chr16.4
19920	chr16.4
19929	chr16.4
19969	chr16.4
19974	chr16.4
20016	chr16.4
20002	chr16.4
20072	chr16.4
19988	chr16.4
19939	chr16.4
20100	chr16.4
20113	chr16.4
19953	chr16.4
19960	chr16.4
20126	chr16.4
20139	chr16.4
20151	chr16.4
19946	chr16.4
19975	chr16.4
19954	chr16.4
19989	chr16.4
19961	chr16.4
20140	chr16.4
20101	chr16.4
20087	chr16.4
19976	chr16.4
20153	chr16.4
20060	chr16.4
19948	chr16.4
20141	chr16.4
20004	chr16.4
20128	chr16.4
20115	chr16.4
20102	chr16.4
20074	chr16.4
20174	chr16.4
20032	chr16.4
20046	chr16.4
19922	chr16.4
20018	chr16.4
19931	chr16.4
20116	chr16.4
19977	chr16.4
20229	chr16.4
20292	chr16.4
20129	chr16.4
20033	chr16.4
20283	chr16.4
20103	chr16.4
20247	chr16.4
20005	chr16.4
20165	chr16.4
20175	chr16.4
19923	chr16.4
20238	chr16.4
20047	chr16.4
19978	chr16.4
20293	chr16.4
20006	chr16.4
20090	chr16.4
20034	chr16.4
20248	chr16.4
20021	chr16.4
20249	chr16.4
20315	chr16.4
19993	chr16.4
20177	chr16.4
20007	chr16.4
20240	chr16.4
20063	chr16.4
20308	chr16.4
20144	chr16.4
20336	chr16.4
20285	chr16.4
20276	chr16.4
20222	chr16.4
20231	chr16.4
20267	chr16.4
20131	chr16.4
20258	chr16.4
19979	chr16.4
20301	chr16.4
20077	chr16.4
20294	chr16.4
19994	chr16.4
20286	chr16.4
20316	chr16.4
20277	chr16.4
20323	chr16.4
20145	chr16.4
20241	chr16.4
20050	chr16.4
20064	chr16.4
20223	chr16.4
20022	chr16.4
20036	chr16.4
19981	chr16.4
20296	chr16.4
20233	chr16.4
20133	chr16.4
20158	chr16.4
20023	chr16.4
20324	chr16.4
20338	chr16.4
20339	chr16.4
20147	chr16.4
20225	chr16.4
20252	chr16.4
20159	chr16.4
20243	chr16.4
20261	chr16.4
20347	chr16.4
20052	chr16.4
19982	chr16.4
20279	chr16.4
20311	chr16.4
20288	chr16.4
20134	chr16.4
20180	chr16.4
20038	chr16.4
20170	chr16.4
20181	chr16.4
20344	chr16.4
20160	chr16.4
20067	chr16.4
20333	chr16.4
20340	chr16.4
20025	chr16.4
20253	chr16.4
20289	chr16.4
20348	chr16.4
20305	chr16.4
20312	chr16.4
20122	chr16.4
19997	chr16.4
20053	chr16.4
20280	chr16.4
20095	chr16.4
20235	chr16.4
20109	chr16.4
20271	chr16.4
20011	chr16.4
20262	chr16.4
20081	chr16.4
20161	chr16.4
20136	chr16.4
20123	chr16.4
20096	chr16.4
20068	chr16.4
20110	chr16.4
20182	chr16.4
20334	chr16.4
20320	chr16.4
20299	chr16.4
20290	chr16.4
20281	chr16.4
19984	chr16.4
20026	chr16.4
20263	chr16.4
20227	chr16.4
20041	chr16.4
20069	chr16.4
20342	chr16.4
20335	chr16.4
20346	chr16.4
20162	chr16.4
20055	chr16.4
20328	chr16.4
20027	chr16.4
20264	chr16.4
20228	chr16.4
20137	chr16.4
20246	chr16.4
20300	chr16.4
20111	chr16.4
20237	chr16.4
20307	chr16.4
19999	chr16.4
64171	chr18.1
64181	chr18.1
64186	chr18.1
64168	chr18.1
64173	chr18.1
64178	chr18.1
64179	chr18.1
64169	chr18.1
64187	chr18.1
64165	chr18.1
64175	chr18.1
64180	chr18.1
26429	chr18.1
26426	chr18.1
26438	chr18.1
26421	chr18.1
26427	chr18.1
26431	chr18.1
26437	chr18.1
26422	chr18.1
26558	chr18.1
26572	chr18.1
26573	chr18.1
26574	chr18.1
26575	chr18.1
26635	chr18.1
26636	chr18.1
26576	chr18.1
26614	chr18.1
26577	chr18.1
26679	chr18.1
26593	chr18.1
26700	chr18.1
26637	chr18.1
26615	chr18.1
26578	chr18.1
26680	chr18.1
26701	chr18.1
26638	chr18.1
26659	chr18.1
26594	chr18.1
26660	chr18.1
26682	chr18.1
26703	chr18.1
26618	chr18.1
26582	chr18.1
26642	chr18.1
26705	chr18.1
26598	chr18.1
26663	chr18.1
26722	chr18.1
26620	chr18.1
26685	chr18.1
26583	chr18.1
26664	chr18.1
26643	chr18.1
26706	chr18.1
26600	chr18.1
26622	chr18.1
26644	chr18.1
26645	chr18.1
26601	chr18.1
26726	chr18.1
26602	chr18.1
26667	chr18.1
26624	chr18.1
26646	chr18.1
26603	chr18.1
26587	chr18.1
26668	chr18.1
26710	chr18.1
26625	chr18.1
26647	chr18.1
26648	chr18.1
26626	chr18.1
26669	chr18.1
26728	chr18.1
26604	chr18.1
26588	chr18.1
26711	chr18.1
26690	chr18.1
26691	chr18.1
26589	chr18.1
26729	chr18.1
26670	chr18.1
26627	chr18.1
26649	chr18.1
26671	chr18.1
26590	chr18.1
26758	chr18.1
26693	chr18.1
26629	chr18.1
26651	chr18.1
26714	chr18.1
26731	chr18.1
26672	chr18.1
26733	chr18.1
26716	chr18.1
26630	chr18.1
26673	chr18.1
26715	chr18.1
26608	chr18.1
26652	chr18.1
26732	chr18.1
26734	chr18.1
26610	chr18.1
26696	chr18.1
26632	chr18.1
26654	chr18.1
26761	chr18.1
26717	chr18.1
26675	chr18.1
26611	chr18.1
26718	chr18.1
26762	chr18.1
26735	chr18.1
26676	chr18.1
26698	chr18.1
26612	chr18.1
26764	chr18.1
26699	chr18.1
26737	chr18.1
26837	chr18.1
26851	chr18.1
26844	chr18.1
26859	chr18.1
26866	chr18.1
26860	chr18.1
26839	chr18.1
26867	chr18.1
26832	chr18.1
26868	chr18.1
26861	chr18.1
26882	chr18.1
26847	chr18.1
26894	chr18.1
26889	chr18.1
26869	chr18.1
26890	chr18.1
26862	chr18.1
26895	chr18.1
26855	chr18.1
26883	chr18.1
26848	chr18.1
26876	chr18.1
26834	chr18.1
27027	chr18.1
26863	chr18.1
26897	chr18.1
27028	chr18.1
27029	chr18.1
26843	chr18.1
26885	chr18.1
26836	chr18.1
26878	chr18.1
29607	chr19.1
29023	chr19.1
29450	chr19.1
29467	chr19.1
29009	chr19.1
29558	chr19.1
29765	chr19.1
29881	chr19.1
29739	chr19.1
29383	chr19.1
29435	chr19.1
29801	chr19.1
29222	chr19.1
29244	chr19.1
29867	chr19.1
29409	chr19.1
29134	chr19.1
29712	chr19.1
29261	chr19.1
29093	chr19.1
29453	chr19.1
29306	chr19.1
29052	chr19.1
29026	chr19.1
29588	chr19.1
28976	chr19.1
29199	chr19.1
28990	chr19.1
29360	chr19.1
29470	chr19.1
29783	chr19.1
