	group
3170	chr11.1
3114	chr11.1
3123	chr11.1
3107	chr11.1
3058	chr11.1
3083	chr11.1
3299	chr11.1
3291	chr11.1
3283	chr11.1
3251	chr11.1
3241	chr11.1
3198	chr11.1
3099	chr11.1
3155	chr11.1
3189	chr11.1
3171	chr11.1
3163	chr11.1
3147	chr11.1
5600	chr11.1
3132	chr11.1
3292	chr11.1
3284	chr11.1
3140	chr11.1
3276	chr11.1
3268	chr11.1
3148	chr11.1
3116	chr11.1
3252	chr11.1
3242	chr11.1
3164	chr11.1
3124	chr11.1
3218	chr11.1
3260	chr11.1
3208	chr11.1
3092	chr11.1
3084	chr11.1
3133	chr11.1
3235	chr11.1
3227	chr11.1
3219	chr11.1
3141	chr11.1
3200	chr11.1
3173	chr11.1
3165	chr11.1
3269	chr11.1
3125	chr11.1
3157	chr11.1
3293	chr11.1
3301	chr11.1
3117	chr11.1
3060	chr11.1
3285	chr11.1
3109	chr11.1
3166	chr11.1
3175	chr11.1
3184	chr11.1
3094	chr11.1
3294	chr11.1
3270	chr11.1
3220	chr11.1
3228	chr11.1
3236	chr11.1
3278	chr11.1
3158	chr11.1
3262	chr11.1
3110	chr11.1
3070	chr11.1
3078	chr11.1
3086	chr11.1
3102	chr11.1
3142	chr11.1
6909	chr11.1
6933	chr11.1
3244	chr11.1
6931	chr11.1
5602	chr11.1
3211	chr11.1
6941	chr11.1
6908	chr11.1
6934	chr11.1
8072	chr11.1
6902	chr11.1
6942	chr11.1
8061	chr11.1
8110	chr11.1
8077	chr11.1
8066	chr11.1
8093	chr11.1
8098	chr11.1
8121	chr11.1
6919	chr11.1
6935	chr11.1
6926	chr11.1
8067	chr11.1
6903	chr11.1
8099	chr11.1
8073	chr11.1
8111	chr11.1
8122	chr11.1
8078	chr11.1
6920	chr11.1
8100	chr11.1
8106	chr11.1
6914	chr11.1
8112	chr11.1
6904	chr11.1
8079	chr11.1
8068	chr11.1
6928	chr11.1
6921	chr11.1
8085	chr11.1
8080	chr11.1
8075	chr11.1
8069	chr11.1
8113	chr11.1
8213	chr11.1
8101	chr11.1
8064	chr11.1
8108	chr11.1
8070	chr11.1
8065	chr11.1
8226	chr11.1
8224	chr11.1
8215	chr11.1
8109	chr11.1
8216	chr11.1
8229	chr11.1
8225	chr11.1
8422	chr11.1
8431	chr11.1
8419	chr11.1
8416	chr11.1
8437	chr11.1
8413	chr11.1
8425	chr11.1
8407	chr11.1
8404	chr11.1
8428	chr11.1
8417	chr11.1
8236	chr11.1
8426	chr11.1
8427	chr11.1
8409	chr11.1
8415	chr11.1
8430	chr11.1
8421	chr11.1
8424	chr11.1
2925	chr11.1
3001	chr11.1
2958	chr11.1
8449	chr11.1
2984	chr11.1
2926	chr11.1
2917	chr11.1
3018	chr11.1
2959	chr11.1
3010	chr11.1
3019	chr11.1
3003	chr11.1
2918	chr11.1
2927	chr11.1
2986	chr11.1
3020	chr11.1
3012	chr11.1
2919	chr11.1
3004	chr11.1
2909	chr11.1
2962	chr11.1
3005	chr11.1
2980	chr11.1
3006	chr11.1
3014	chr11.1
2988	chr11.1
2910	chr11.1
2930	chr11.1
2931	chr11.1
2955	chr11.1
2973	chr11.1
2989	chr11.1
2922	chr11.1
2939	chr11.1
2947	chr11.1
2964	chr11.1
2990	chr11.1
2974	chr11.1
2999	chr11.1
3016	chr11.1
2932	chr11.1
3023	chr11.1
2923	chr11.1
2948	chr11.1
3009	chr11.1
2933	chr11.1
2924	chr11.1
3000	chr11.1
2991	chr11.1
2983	chr11.1
2975	chr11.1
3045	chr11.1
2950	chr11.1
2914	chr11.1
3026	chr11.1
3043	chr11.1
3049	chr11.1
3046	chr11.1
2915	chr11.1
2951	chr11.1
2952	chr11.1
3305	chr11.1
3053	chr11.1
3309	chr11.1
3054	chr11.1
3310	chr11.1
3308	chr11.1
65358	chr11.1
65354	chr11.1
65352	chr11.1
3334	chr11.1
65353	chr11.1
65355	chr11.1
65359	chr11.1
3408	chr11.1
3410	chr11.1
3407	chr11.1
3411	chr11.1
3401	chr11.1
3400	chr11.1
3409	chr11.1
3406	chr11.1
64981	chr11.1
64980	chr11.1
3623	chr11.2
3745	chr11.2
63065	chr11.2
3645	chr11.2
63068	chr11.2
3638	chr11.2
3661	chr11.2
3668	chr11.2
3622	chr11.2
3647	chr11.2
3732	chr11.2
3740	chr11.2
3625	chr11.2
3605	chr11.2
3648	chr11.2
3670	chr11.2
3606	chr11.2
3640	chr11.2
3746	chr11.2
3741	chr11.2
3742	chr11.2
3641	chr11.2
3671	chr11.2
3607	chr11.2
3692	chr11.2
3767	chr11.2
3693	chr11.2
3714	chr11.2
3608	chr11.2
3743	chr11.2
3665	chr11.2
3650	chr11.2
3672	chr11.2
3666	chr11.2
3768	chr11.2
3736	chr11.2
3609	chr11.2
3715	chr11.2
3749	chr11.2
3673	chr11.2
3651	chr11.2
3694	chr11.2
3737	chr11.2
3750	chr11.2
3644	chr11.2
3652	chr11.2
3769	chr11.2
3630	chr11.2
3716	chr11.2
3674	chr11.2
3611	chr11.2
3751	chr11.2
3631	chr11.2
3770	chr11.2
3717	chr11.2
3675	chr11.2
3653	chr11.2
3771	chr11.2
3676	chr11.2
3612	chr11.2
3719	chr11.2
3698	chr11.2
3677	chr11.2
3772	chr11.2
3613	chr11.2
3699	chr11.2
3754	chr11.2
3720	chr11.2
3773	chr11.2
3614	chr11.2
3656	chr11.2
3774	chr11.2
3700	chr11.2
3679	chr11.2
3635	chr11.2
3721	chr11.2
3755	chr11.2
3680	chr11.2
3636	chr11.2
3701	chr11.2
3658	chr11.2
3722	chr11.2
3756	chr11.2
3616	chr11.2
3775	chr11.2
3776	chr11.2
3637	chr11.2
3757	chr11.2
3723	chr11.2
3801	chr11.2
3702	chr11.2
3681	chr11.2
3659	chr11.2
3617	chr11.2
3703	chr11.2
3618	chr11.2
3778	chr11.2
3803	chr11.2
3683	chr11.2
3804	chr11.2
3727	chr11.2
3761	chr11.2
3706	chr11.2
3805	chr11.2
3781	chr11.2
3762	chr11.2
3806	chr11.2
3810	chr11.2
3687	chr11.2
3708	chr11.2
3782	chr11.2
3807	chr11.2
3688	chr11.2
3764	chr11.2
3945	chr11.3
3923	chr11.3
3930	chr11.3
3960	chr11.3
3924	chr11.3
3953	chr11.3
3925	chr11.3
3947	chr11.3
3933	chr11.3
3961	chr11.3
3962	chr11.3
3934	chr11.3
3963	chr11.3
3935	chr11.3
3942	chr11.3
3956	chr11.3
3927	chr11.3
3964	chr11.3
3950	chr11.3
3928	chr11.3
3957	chr11.3
3936	chr11.3
3929	chr11.3
3965	chr11.3
3958	chr11.3
4089	chr11.3
4096	chr11.3
4138	chr11.3
4181	chr11.3
4090	chr11.3
4220	chr11.3
4167	chr11.3
4229	chr11.3
4153	chr11.3
4139	chr11.3
4132	chr11.3
4125	chr11.3
4104	chr11.3
4097	chr11.3
4147	chr11.3
4105	chr11.3
4221	chr11.3
4175	chr11.3
4133	chr11.3
4126	chr11.3
4230	chr11.3
4162	chr11.3
4092	chr11.3
4155	chr11.3
4231	chr11.3
4113	chr11.3
4106	chr11.3
4183	chr11.3
4134	chr11.3
4263	chr11.3
4222	chr11.3
4093	chr11.3
4177	chr11.3
4114	chr11.3
4149	chr11.3
4107	chr11.3
4135	chr11.3
4128	chr11.3
4142	chr11.3
4184	chr11.3
4244	chr11.3
4264	chr11.3
4211	chr11.3
4171	chr11.3
4164	chr11.3
4157	chr11.3
4245	chr11.3
4143	chr11.3
4122	chr11.3
4115	chr11.3
4108	chr11.3
4224	chr11.3
4101	chr11.3
4212	chr11.3
4109	chr11.3
4137	chr11.3
4213	chr11.3
4246	chr11.3
4116	chr11.3
4308	chr11.3
4102	chr11.3
4158	chr11.3
4179	chr11.3
4225	chr11.3
4301	chr11.3
4315	chr11.3
4294	chr11.3
4273	chr11.3
4322	chr11.3
4095	chr11.3
4165	chr11.3
4123	chr11.3
4257	chr11.3
4274	chr11.3
4361	chr11.3
4267	chr11.3
4309	chr11.3
4302	chr11.3
4323	chr11.3
4288	chr11.3
4355	chr11.3
4235	chr11.3
4316	chr11.3
4275	chr11.3
4289	chr11.3
4282	chr11.3
4296	chr11.3
4356	chr11.3
4248	chr11.3
4324	chr11.3
4362	chr11.3
4268	chr11.3
4344	chr11.3
4351	chr11.3
4237	chr11.3
4345	chr11.3
4290	chr11.3
4318	chr11.3
4269	chr11.3
4283	chr11.3
4325	chr11.3
4357	chr11.3
4276	chr11.3
4259	chr11.3
4346	chr11.3
4312	chr11.3
4326	chr11.3
4358	chr11.3
4352	chr11.3
4364	chr11.3
4305	chr11.3
4298	chr11.3
4250	chr11.3
4291	chr11.3
4277	chr11.3
4359	chr11.3
4320	chr11.3
4261	chr11.3
4365	chr11.3
4347	chr11.3
4218	chr11.3
4292	chr11.3
4327	chr11.3
4348	chr11.3
4366	chr11.3
4219	chr11.3
4328	chr11.3
4252	chr11.3
4293	chr11.3
4286	chr11.3
4240	chr11.3
4279	chr11.3
4307	chr11.3
4314	chr11.3
4360	chr11.3
4321	chr11.3
4382	chr11.4
4418	chr11.4
4444	chr11.4
4445	chr11.4
4407	chr11.4
4383	chr11.4
4419	chr11.4
4401	chr11.4
4425	chr11.4
4437	chr11.4
4413	chr11.4
4431	chr11.4
4420	chr11.4
4432	chr11.4
4426	chr11.4
4385	chr11.4
4397	chr11.4
4391	chr11.4
4415	chr11.4
4427	chr11.4
4439	chr11.4
4433	chr11.4
4450	chr11.4
4410	chr11.4
4398	chr11.4
4422	chr11.4
4392	chr11.4
4451	chr11.4
4387	chr11.4
4423	chr11.4
4429	chr11.4
4435	chr11.4
4464	chr11.4
4538	chr11.4
4442	chr11.4
4453	chr11.4
4443	chr11.4
4465	chr11.4
4525	chr11.4
4526	chr11.4
4466	chr11.4
4553	chr11.4
4454	chr11.4
4540	chr11.4
4554	chr11.4
4455	chr11.4
4555	chr11.4
4542	chr11.4
4528	chr11.4
4577	chr11.4
4567	chr11.4
4529	chr11.4
4457	chr11.4
4578	chr11.4
4530	chr11.4
4544	chr11.4
4470	chr11.4
4458	chr11.4
4570	chr11.4
4471	chr11.4
4459	chr11.4
4531	chr11.4
4559	chr11.4
4582	chr11.4
4473	chr11.4
4573	chr11.4
4534	chr11.4
4584	chr11.4
4574	chr11.4
4535	chr11.4
4585	chr11.4
4550	chr11.4
4575	chr11.4
4563	chr11.4
4536	chr11.4
4586	chr11.4
4564	chr11.4
4576	chr11.4
4690	chr11.4
4695	chr11.4
4691	chr11.4
4700	chr11.4
4844	chr11.4
4878	chr11.4
4895	chr11.4
4887	chr11.4
4917	chr11.4
4926	chr11.4
4927	chr11.4
4686	chr11.4
4949	chr11.4
4701	chr11.4
4941	chr11.4
4911	chr11.4
4879	chr11.4
4957	chr11.4
4692	chr11.4
4697	chr11.4
4863	chr11.4
4904	chr11.4
5160	chr11.4
5113	chr11.4
5122	chr11.4
5132	chr11.4
4687	chr11.4
5070	chr11.4
4958	chr11.4
5207	chr11.4
5061	chr11.4
4912	chr11.4
4864	chr11.4
5015	chr11.4
5052	chr11.4
4880	chr11.4
5171	chr11.4
5095	chr11.4
4928	chr11.4
5189	chr11.4
5088	chr11.4
5079	chr11.4
4855	chr11.4
4942	chr11.4
5181	chr11.4
5172	chr11.4
5152	chr11.4
5025	chr11.4
4865	chr11.4
5080	chr11.4
4959	chr11.4
5114	chr11.4
4929	chr11.4
4913	chr11.4
4935	chr11.4
4914	chr11.4
5054	chr11.4
5200	chr11.4
4906	chr11.4
5034	chr11.4
4891	chr11.4
5026	chr11.4
4930	chr11.4
4936	chr11.4
4882	chr11.4
4944	chr11.4
4921	chr11.4
5072	chr11.4
5182	chr11.4
5153	chr11.4
5081	chr11.4
5144	chr11.4
5163	chr11.4
5107	chr11.4
5098	chr11.4
5018	chr11.4
4961	chr11.4
4892	chr11.4
4937	chr11.4
5125	chr11.4
4915	chr11.4
4907	chr11.4
4945	chr11.4
5135	chr11.4
4876	chr11.4
5082	chr11.4
4867	chr11.4
5192	chr11.4
5035	chr11.4
5174	chr11.4
5211	chr11.4
5175	chr11.4
5155	chr11.4
4932	chr11.4
5083	chr11.4
4916	chr11.4
5065	chr11.4
4859	chr11.4
4908	chr11.4
5146	chr11.4
4901	chr11.4
5117	chr11.4
4946	chr11.4
5028	chr11.4
5092	chr11.4
5074	chr11.4
5099	chr11.4
4706	chr11.4
5036	chr11.4
5108	chr11.4
5164	chr11.4
5184	chr11.4
5047	chr11.4
4868	chr11.4
5136	chr11.4
4893	chr11.4
4850	chr11.4
4962	chr11.4
5010	chr11.4
5137	chr11.4
5057	chr11.4
5020	chr11.4
5037	chr11.4
5048	chr11.4
5066	chr11.4
5084	chr11.4
5093	chr11.4
5147	chr11.4
5156	chr11.4
5185	chr11.4
5194	chr11.4
5203	chr11.4
5212	chr11.4
5002	chr11.4
5109	chr11.4
4894	chr11.4
4885	chr11.4
4909	chr11.4
4924	chr11.4
4955	chr11.4
4963	chr11.4
4925	chr11.4
4956	chr11.4
5076	chr11.4
5085	chr11.4
5157	chr11.4
5094	chr11.4
5252	chr11.4
5110	chr11.4
5003	chr11.4
5119	chr11.4
5138	chr11.4
5177	chr11.4
5259	chr11.4
4940	chr11.4
5021	chr11.4
5186	chr11.4
5195	chr11.4
5196	chr11.4
5420	chr11.4
5436	chr11.4
5382	chr11.4
5050	chr11.4
5302	chr11.4
5013	chr11.4
5368	chr11.4
5068	chr11.4
5253	chr11.4
5077	chr11.4
5344	chr11.4
5388	chr11.4
5111	chr11.4
5254	chr11.4
5289	chr11.4
5303	chr11.4
5275	chr11.4
5130	chr11.4
5014	chr11.4
5023	chr11.4
5078	chr11.4
5087	chr11.4
5103	chr11.4
5197	chr11.4
5215	chr11.4
5339	chr11.4
5421	chr11.4
5369	chr11.4
5361	chr11.4
5383	chr11.4
5345	chr11.4
5389	chr11.4
5362	chr11.4
5268	chr11.4
5324	chr11.4
5422	chr11.4
5378	chr11.4
5390	chr11.4
5346	chr11.4
5255	chr11.4
5296	chr11.4
5318	chr11.4
5310	chr11.4
5494	chr11.4
5495	chr11.4
5371	chr11.4
5423	chr11.4
5263	chr11.4
5311	chr11.4
5333	chr11.4
5291	chr11.4
5319	chr11.4
5277	chr11.4
5416	chr11.4
5452	chr11.4
5408	chr11.4
5448	chr11.4
5474	chr11.4
5380	chr11.4
5964	chr11.4
5392	chr11.4
5440	chr11.4
5814	chr11.4
5372	chr11.4
5989	chr11.4
5400	chr11.4
5432	chr11.4
5720	chr11.4
5312	chr11.4
5496	chr11.4
5695	chr11.4
5914	chr11.4
5745	chr11.4
6014	chr11.4
5625	chr11.4
5264	chr11.4
5278	chr11.4
5342	chr11.4
5348	chr11.4
5605	chr11.4
5284	chr11.4
5864	chr11.4
5326	chr11.4
5292	chr11.4
5257	chr11.4
5364	chr11.4
5839	chr11.4
5401	chr11.4
5518	chr11.4
5417	chr11.4
5381	chr11.4
5321	chr11.4
5271	chr11.4
5409	chr11.4
5746	chr11.4
5606	chr11.4
5840	chr11.4
5279	chr11.4
5915	chr11.4
5940	chr11.4
6089	chr11.4
5721	chr11.4
5453	chr11.4
5865	chr11.4
5307	chr11.4
5768	chr11.4
5387	chr11.4
6015	chr11.4
5890	chr11.4
5497	chr11.4
5365	chr11.4
5258	chr11.4
5475	chr11.4
5990	chr11.4
5265	chr11.4
5449	chr11.4
5433	chr11.4
6065	chr11.4
5357	chr11.4
5815	chr11.4
5651	chr11.4
5373	chr11.4
5366	chr11.4
5891	chr11.4
5769	chr11.4
5916	chr11.4
5866	chr11.4
6504	chr11.4
5358	chr11.4
5374	chr11.4
5816	chr11.4
6182	chr11.4
6458	chr11.4
6343	chr11.4
6041	chr11.4
6297	chr11.4
6066	chr11.4
5627	chr11.4
6274	chr11.4
5328	chr11.4
5300	chr11.4
5519	chr11.4
6159	chr11.4
5314	chr11.4
6205	chr11.4
6320	chr11.4
5426	chr11.4
6435	chr11.4
5966	chr11.4
5697	chr11.4
6412	chr11.4
5434	chr11.4
5991	chr11.4
5607	chr11.4
6016	chr11.4
6321	chr11.4
6528	chr11.4
6505	chr11.4
6137	chr11.4
6436	chr11.4
5942	chr11.4
5917	chr11.4
6183	chr11.4
6390	chr11.4
6459	chr11.4
6619	chr11.4
6017	chr11.4
5842	chr11.4
5967	chr11.4
6482	chr11.4
6367	chr11.4
5673	chr11.4
5395	chr11.4
5792	chr11.4
5653	chr11.4
5367	chr11.4
5443	chr11.4
5748	chr11.4
5337	chr11.4
5419	chr11.4
5477	chr11.4
6414	chr11.4
6345	chr11.4
5674	chr11.4
6391	chr11.4
5918	chr11.4
6368	chr11.4
5629	chr11.4
5521	chr11.4
6138	chr11.4
6253	chr11.4
5818	chr11.4
6506	chr11.4
5609	chr11.4
6092	chr11.4
6551	chr11.4
6529	chr11.4
5725	chr11.4
6665	chr11.4
6162	chr11.4
5700	chr11.4
6730	chr11.4
6346	chr11.4
5655	chr11.4
6116	chr11.4
5994	chr11.4
6044	chr11.4
5501	chr11.4
6552	chr11.4
5479	chr11.4
5844	chr11.4
5819	chr11.4
5919	chr11.4
5772	chr11.4
6575	chr11.4
6415	chr11.4
5794	chr11.4
5870	chr11.4
6301	chr11.4
6439	chr11.4
6117	chr11.4
5995	chr11.4
6688	chr11.4
5676	chr11.4
6622	chr11.4
6045	chr11.4
6462	chr11.4
5656	chr11.4
5773	chr11.4
6553	chr11.4
6324	chr11.4
6644	chr11.4
6070	chr11.4
5726	chr11.4
5611	chr11.4
6094	chr11.4
5895	chr11.4
6163	chr11.4
5845	chr11.4
6370	chr11.4
6232	chr11.4
5970	chr11.4
6576	chr11.4
5820	chr11.4
6255	chr11.4
6508	chr11.4
6416	chr11.4
5480	chr11.4
6278	chr11.4
6485	chr11.4
6393	chr11.4
6210	chr11.4
5481	chr11.4
5774	chr11.4
6187	chr11.4
6325	chr11.4
5632	chr11.4
6118	chr11.4
6732	chr11.4
6577	chr11.4
6141	chr11.4
5503	chr11.4
6623	chr11.4
5846	chr11.4
5612	chr11.4
6463	chr11.4
6509	chr11.4
5996	chr11.4
6371	chr11.4
5921	chr11.4
5702	chr11.4
6440	chr11.4
6021	chr11.4
6394	chr11.4
5677	chr11.4
5657	chr11.4
5727	chr11.4
6348	chr11.4
6417	chr11.4
5997	chr11.4
5728	chr11.4
6119	chr11.4
6280	chr11.4
6395	chr11.4
6165	chr11.4
5504	chr11.4
5822	chr11.4
6533	chr11.4
6257	chr11.4
6188	chr11.4
6372	chr11.4
5633	chr11.4
5775	chr11.4
6555	chr11.4
6349	chr11.4
5658	chr11.4
6712	chr11.4
6047	chr11.4
5460	chr11.4
6096	chr11.4
6166	chr11.4
5848	chr11.4
5505	chr11.4
6396	chr11.4
5729	chr11.4
6189	chr11.4
5823	chr11.4
6625	chr11.4
5923	chr11.4
5798	chr11.4
6258	chr11.4
6488	chr11.4
5754	chr11.4
5679	chr11.4
6373	chr11.4
6647	chr11.4
6734	chr11.4
6282	chr11.4
6692	chr11.4
6512	chr11.4
6305	chr11.4
6752	chr11.4
6626	chr11.4
6443	chr11.4
6236	chr11.4
6374	chr11.4
5999	chr11.4
6557	chr11.4
5680	chr11.4
5660	chr11.4
5527	chr11.4
6190	chr11.4
5777	chr11.4
5824	chr11.4
6715	chr11.4
5900	chr11.4
5463	chr11.4
6099	chr11.4
5778	chr11.4
5661	chr11.4
6421	chr11.4
6375	chr11.4
5681	chr11.4
5636	chr11.4
6736	chr11.4
5950	chr11.4
6168	chr11.4
6753	chr11.4
5850	chr11.4
6536	chr11.4
5757	chr11.4
5826	chr11.4
5637	chr11.4
5707	chr11.4
6491	chr11.4
6672	chr11.4
5801	chr11.4
5682	chr11.4
5662	chr11.4
5926	chr11.4
6537	chr11.4
6192	chr11.4
6001	chr11.4
5529	chr11.4
6100	chr11.4
6284	chr11.4
5901	chr11.4
5508	chr11.4
5617	chr11.4
6737	chr11.4
6754	chr11.4
5802	chr11.4
5683	chr11.4
6377	chr11.4
6651	chr11.4
6216	chr11.4
5827	chr11.4
6583	chr11.4
5708	chr11.4
6193	chr11.4
6469	chr11.4
6124	chr11.4
6423	chr11.4
6239	chr11.4
5902	chr11.4
5618	chr11.4
5530	chr11.4
6170	chr11.4
6027	chr11.4
6629	chr11.4
6738	chr11.4
5927	chr11.4
6492	chr11.4
6147	chr11.4
6717	chr11.4
5663	chr11.4
5928	chr11.4
6652	chr11.4
6424	chr11.4
6516	chr11.4
5781	chr11.4
6470	chr11.4
6053	chr11.4
6718	chr11.4
6286	chr11.4
6125	chr11.4
6584	chr11.4
5510	chr11.4
5466	chr11.4
6240	chr11.4
6171	chr11.4
5488	chr11.4
6194	chr11.4
6539	chr11.4
6263	chr11.4
6028	chr11.4
6102	chr11.4
6561	chr11.4
6674	chr11.4
5684	chr11.4
6378	chr11.4
6401	chr11.4
6149	chr11.4
5782	chr11.4
6425	chr11.4
6241	chr11.4
6562	chr11.4
6172	chr11.4
5710	chr11.4
6218	chr11.4
6402	chr11.4
5804	chr11.4
6608	chr11.4
6195	chr11.4
5829	chr11.4
6774	chr11.4
5954	chr11.4
5735	chr11.4
5879	chr11.4
6740	chr11.4
5665	chr11.4
6079	chr11.4
6631	chr11.4
5620	chr11.4
6785	chr11.4
5929	chr11.4
6310	chr11.4
6517	chr11.4
6653	chr11.4
6471	chr11.4
6287	chr11.4
6379	chr11.4
6103	chr11.4
6719	chr11.4
6540	chr11.4
6586	chr11.4
6541	chr11.4
6563	chr11.4
6219	chr11.4
6196	chr11.4
5490	chr11.4
5736	chr11.4
5512	chr11.4
5905	chr11.4
6104	chr11.4
6080	chr11.4
5621	chr11.4
6055	chr11.4
5641	chr11.4
6030	chr11.4
6005	chr11.4
5686	chr11.4
5533	chr11.4
6426	chr11.4
6654	chr11.4
5805	chr11.4
6403	chr11.4
6676	chr11.4
5855	chr11.4
6698	chr11.4
5783	chr11.4
6288	chr11.4
6776	chr11.4
6759	chr11.4
6655	chr11.4
6633	chr11.4
6056	chr11.4
6174	chr11.4
5737	chr11.4
6519	chr11.4
6081	chr11.4
5906	chr11.4
5762	chr11.4
6151	chr11.4
6381	chr11.4
6006	chr11.4
5513	chr11.4
6496	chr11.4
6427	chr11.4
5491	chr11.4
5667	chr11.4
5622	chr11.4
6243	chr11.4
5856	chr11.4
6450	chr11.4
5784	chr11.4
6105	chr11.4
6289	chr11.4
5881	chr11.4
5687	chr11.4
5643	chr11.4
6382	chr11.4
5882	chr11.4
6678	chr11.4
6656	chr11.4
5957	chr11.4
6152	chr11.4
6760	chr11.4
6221	chr11.4
5688	chr11.4
6106	chr11.4
6743	chr11.4
6777	chr11.4
5668	chr11.4
6198	chr11.4
6788	chr11.4
6313	chr11.4
6796	chr11.4
6336	chr11.4
6359	chr11.4
6428	chr11.4
5857	chr11.4
6634	chr11.4
5807	chr11.4
