	group
8281	chr1.1
8257	chr1.1
8389	chr1.1
8379	chr1.1
8317	chr1.1
8399	chr1.1
8444	chr1.1
8369	chr1.1
8194	chr1.1
8359	chr1.1
8370	chr1.1
8400	chr1.1
8360	chr1.1
8270	chr1.1
8282	chr1.1
8340	chr1.1
8380	chr1.1
8306	chr1.1
8258	chr1.1
8330	chr1.1
8294	chr1.1
8246	chr1.1
8318	chr1.1
8446	chr1.1
8164	chr1.1
8319	chr1.1
8361	chr1.1
8271	chr1.1
8283	chr1.1
8247	chr1.1
8331	chr1.1
8248	chr1.1
8392	chr1.1
8296	chr1.1
8402	chr1.1
8320	chr1.1
8332	chr1.1
8342	chr1.1
8372	chr1.1
8260	chr1.1
8273	chr1.1
8321	chr1.1
8285	chr1.1
8309	chr1.1
9466	chr1.1
9452	chr1.1
9462	chr1.1
9438	chr1.1
9475	chr1.1
9430	chr1.1
9481	chr1.1
9485	chr1.1
9433	chr1.1
9447	chr1.1
9467	chr1.1
9448	chr1.1
9476	chr1.1
9482	chr1.1
9486	chr1.1
9463	chr1.1
9426	chr1.1
9444	chr1.1
9431	chr1.1
9473	chr1.1
9435	chr1.1
9464	chr1.1
9445	chr1.1
9459	chr1.1
9454	chr1.1
9465	chr1.1
10184	chr1.1
10177	chr1.1
9450	chr1.1
9484	chr1.1
9428	chr1.1
9446	chr1.1
9478	chr1.1
9474	chr1.1
9469	chr1.1
10471	chr1.1
9461	chr1.1
10178	chr1.1
9437	chr1.1
9451	chr1.1
9470	chr1.1
9490	chr1.1
10472	chr1.1
10193	chr1.1
10179	chr1.1
10187	chr1.1
10473	chr1.1
10194	chr1.1
10188	chr1.1
10195	chr1.1
9492	chr1.1
10181	chr1.1
10474	chr1.1
9493	chr1.1
10189	chr1.1
10196	chr1.1
9494	chr1.1
10197	chr1.1
10476	chr1.1
10183	chr1.1
10959	chr1.1
10477	chr1.1
10911	chr1.1
10970	chr1.1
10947	chr1.1
10923	chr1.1
10962	chr1.1
10979	chr1.1
10938	chr1.1
10926	chr1.1
10974	chr1.1
10963	chr1.1
10980	chr1.1
10915	chr1.1
10939	chr1.1
10975	chr1.1
11044	chr1.1
10981	chr1.1
10953	chr1.1
10941	chr1.1
10982	chr1.1
10977	chr1.1
10930	chr1.1
11027	chr1.1
11094	chr1.1
11161	chr1.1
10966	chr1.1
10918	chr1.1
11020	chr1.1
11047	chr1.1
11028	chr1.1
11095	chr1.1
11162	chr1.1
10955	chr1.1
10984	chr1.1
10931	chr1.1
11096	chr1.1
10944	chr1.1
10932	chr1.1
11163	chr1.1
10956	chr1.1
11169	chr1.1
11029	chr1.1
10968	chr1.1
10920	chr1.1
10985	chr1.1
11177	chr1.1
11189	chr1.1
11021	chr1.1
11013	chr1.1
10933	chr1.1
10921	chr1.1
11014	chr1.1
11097	chr1.1
11022	chr1.1
11049	chr1.1
10934	chr1.1
11023	chr1.1
10946	chr1.1
11159	chr1.1
11015	chr1.1
11336	chr1.1
11300	chr1.1
11348	chr1.1
11324	chr1.1
11166	chr1.1
11192	chr1.1
11337	chr1.1
11290	chr1.1
11301	chr1.1
11325	chr1.1
11173	chr1.1
11349	chr1.1
11302	chr1.1
11314	chr1.1
11291	chr1.1
11326	chr1.1
11339	chr1.1
11351	chr1.1
11292	chr1.1
11328	chr1.1
11340	chr1.1
11196	chr1.1
11341	chr1.1
11305	chr1.1
11330	chr1.1
11295	chr1.1
11319	chr1.1
11296	chr1.1
11365	chr1.1
11480	chr1.1
11331	chr1.1
11344	chr1.1
11366	chr1.1
11297	chr1.1
11481	chr1.1
11200	chr1.1
11356	chr1.1
11482	chr1.1
11321	chr1.1
11333	chr1.1
11298	chr1.1
11345	chr1.1
11309	chr1.1
11483	chr1.1
11334	chr1.1
11299	chr1.1
11358	chr1.1
11322	chr1.1
11310	chr1.1
11537	chr1.1
11311	chr1.1
11552	chr1.1
11335	chr1.1
11606	chr1.1
11613	chr1.1
11634	chr1.1
11640	chr1.1
11666	chr1.1
11554	chr1.1
11568	chr1.1
11487	chr1.1
11636	chr1.1
11629	chr1.1
11622	chr1.1
11562	chr1.1
11615	chr1.1
11569	chr1.1
11576	chr1.1
11681	chr1.1
11608	chr1.1
11675	chr1.1
11542	chr1.1
11570	chr1.1
11643	chr1.1
11668	chr1.1
11488	chr1.1
11563	chr1.1
11683	chr1.1
11669	chr1.1
11489	chr1.1
11610	chr1.1
11617	chr1.1
11644	chr1.1
11578	chr1.1
11631	chr1.1
11688	chr1.1
11611	chr1.1
11565	chr1.1
11625	chr1.1
11670	chr1.1
11632	chr1.1
11490	chr1.1
11572	chr1.1
11645	chr1.1
11544	chr1.1
11639	chr1.1
11579	chr1.1
11618	chr1.1
11558	chr1.1
11750	chr1.1
11619	chr1.1
11626	chr1.1
11633	chr1.1
11762	chr1.1
11646	chr1.1
11671	chr1.1
11612	chr1.1
11770	chr1.1
11692	chr1.1
11745	chr1.1
11751	chr1.1
11735	chr1.1
11763	chr1.1
11693	chr1.1
11686	chr1.1
11672	chr1.1
11784	chr1.1
11898	chr1.1
12057	chr1.1
11988	chr1.1
11758	chr1.1
11803	chr1.1
12177	chr1.1
12194	chr1.1
11772	chr1.1
11818	chr1.1
11746	chr1.1
11764	chr1.1
12078	chr1.1
12160	chr1.1
11785	chr1.1
12216	chr1.1
12118	chr1.1
12011	chr1.1
11834	chr1.1
11849	chr1.1
11765	chr1.1
11773	chr1.1
11989	chr1.1
11971	chr1.1
11753	chr1.1
12242	chr1.1
12097	chr1.1
12178	chr1.1
11953	chr1.1
11882	chr1.1
12079	chr1.1
12161	chr1.1
12136	chr1.1
12195	chr1.1
11747	chr1.1
12058	chr1.1
12119	chr1.1
11819	chr1.1
11900	chr1.1
11737	chr1.1
11915	chr1.1
11774	chr1.1
12098	chr1.1
11954	chr1.1
12120	chr1.1
12218	chr1.1
11805	chr1.1
11990	chr1.1
11835	chr1.1
12179	chr1.1
11883	chr1.1
11850	chr1.1
12034	chr1.1
11754	chr1.1
12059	chr1.1
12137	chr1.1
11865	chr1.1
12162	chr1.1
12080	chr1.1
11766	chr1.1
11972	chr1.1
11748	chr1.1
11884	chr1.1
11902	chr1.1
12121	chr1.1
11917	chr1.1
12081	chr1.1
12244	chr1.1
11821	chr1.1
12138	chr1.1
12060	chr1.1
11739	chr1.1
11755	chr1.1
11749	chr1.1
11991	chr1.1
11806	chr1.1
11761	chr1.1
11775	chr1.1
11788	chr1.1
12432	chr1.1
11885	chr1.1
12164	chr1.1
11867	chr1.1
11852	chr1.1
11837	chr1.1
11807	chr1.1
12198	chr1.1
12122	chr1.1
12082	chr1.1
11992	chr1.1
12014	chr1.1
12061	chr1.1
11974	chr1.1
12100	chr1.1
11808	chr1.1
12386	chr1.1
11838	chr1.1
11975	chr1.1
12410	chr1.1
11853	chr1.1
11823	chr1.1
12336	chr1.1
12246	chr1.1
11777	chr1.1
12433	chr1.1
11769	chr1.1
12221	chr1.1
12037	chr1.1
12101	chr1.1
12182	chr1.1
11919	chr1.1
11886	chr1.1
12123	chr1.1
11957	chr1.1
11904	chr1.1
12387	chr1.1
12364	chr1.1
12488	chr1.1
12337	chr1.1
11742	chr1.1
12124	chr1.1
11887	chr1.1
11809	chr1.1
12411	chr1.1
11958	chr1.1
12464	chr1.1
12085	chr1.1
12184	chr1.1
11995	chr1.1
12338	chr1.1
12489	chr1.1
12201	chr1.1
11870	chr1.1
11792	chr1.1
12248	chr1.1
12365	chr1.1
12039	chr1.1
11906	chr1.1
12435	chr1.1
12103	chr1.1
11959	chr1.1
12064	chr1.1
12125	chr1.1
11840	chr1.1
12388	chr1.1
11825	chr1.1
11888	chr1.1
11977	chr1.1
11921	chr1.1
12412	chr1.1
12167	chr1.1
12142	chr1.1
12389	chr1.1
11793	chr1.1
11978	chr1.1
12224	chr1.1
12490	chr1.1
11871	chr1.1
12436	chr1.1
12366	chr1.1
12086	chr1.1
11811	chr1.1
12413	chr1.1
12185	chr1.1
11996	chr1.1
11889	chr1.1
12143	chr1.1
12144	chr1.1
12437	chr1.1
11872	chr1.1
12066	chr1.1
12105	chr1.1
12127	chr1.1
12087	chr1.1
12041	chr1.1
11961	chr1.1
12466	chr1.1
11857	chr1.1
12414	chr1.1
12250	chr1.1
12491	chr1.1
12340	chr1.1
11812	chr1.1
11923	chr1.1
11890	chr1.1
11827	chr1.1
12225	chr1.1
12467	chr1.1
12128	chr1.1
12088	chr1.1
12170	chr1.1
12415	chr1.1
11858	chr1.1
11998	chr1.1
11795	chr1.1
12145	chr1.1
11909	chr1.1
12067	chr1.1
12392	chr1.1
12468	chr1.1
12342	chr1.1
12089	chr1.1
12188	chr1.1
12227	chr1.1
12535	chr1.1
12369	chr1.1
12493	chr1.1
12021	chr1.1
11999	chr1.1
11796	chr1.1
11874	chr1.1
12068	chr1.1
11859	chr1.1
11910	chr1.1
12469	chr1.1
12343	chr1.1
11815	chr1.1
12044	chr1.1
11797	chr1.1
12494	chr1.1
12440	chr1.1
11926	chr1.1
12189	chr1.1
12253	chr1.1
12516	chr1.1
12228	chr1.1
12090	chr1.1
11893	chr1.1
12130	chr1.1
12393	chr1.1
11982	chr1.1
12147	chr1.1
12069	chr1.1
12022	chr1.1
12417	chr1.1
11911	chr1.1
11964	chr1.1
11830	chr1.1
11845	chr1.1
12023	chr1.1
12371	chr1.1
12109	chr1.1
12254	chr1.1
11798	chr1.1
12344	chr1.1
11846	chr1.1
11965	chr1.1
11816	chr1.1
11983	chr1.1
11876	chr1.1
12573	chr1.1
11894	chr1.1
12495	chr1.1
12190	chr1.1
12470	chr1.1
12091	chr1.1
12131	chr1.1
12555	chr1.1
12045	chr1.1
12070	chr1.1
12173	chr1.1
12207	chr1.1
12538	chr1.1
12191	chr1.1
12092	chr1.1
12574	chr1.1
11799	chr1.1
12345	chr1.1
11984	chr1.1
12556	chr1.1
12419	chr1.1
12395	chr1.1
12149	chr1.1
12208	chr1.1
11928	chr1.1
11877	chr1.1
12024	chr1.1
12420	chr1.1
11967	chr1.1
12472	chr1.1
12396	chr1.1
11878	chr1.1
12519	chr1.1
12003	chr1.1
12175	chr1.1
11896	chr1.1
12093	chr1.1
12192	chr1.1
12497	chr1.1
11879	chr1.1
11897	chr1.1
12444	chr1.1
12612	chr1.1
12473	chr1.1
12644	chr1.1
12073	chr1.1
12193	chr1.1
11801	chr1.1
12134	chr1.1
12176	chr1.1
12232	chr1.1
12374	chr1.1
12541	chr1.1
12613	chr1.1
12474	chr1.1
12348	chr1.1
12645	chr1.1
12521	chr1.1
12113	chr1.1
12258	chr1.1
12445	chr1.1
12422	chr1.1
12577	chr1.1
12027	chr1.1
12594	chr1.1
12630	chr1.1
12005	chr1.1
12211	chr1.1
12713	chr1.1
12697	chr1.1
12499	chr1.1
11969	chr1.1
11987	chr1.1
12375	chr1.1
12398	chr1.1
12075	chr1.1
12399	chr1.1
12595	chr1.1
12560	chr1.1
12050	chr1.1
12028	chr1.1
12756	chr1.1
12349	chr1.1
12542	chr1.1
12212	chr1.1
12771	chr1.1
12647	chr1.1
12772	chr1.1
12213	chr1.1
12400	chr1.1
12632	chr1.1
12523	chr1.1
12683	chr1.1
12350	chr1.1
12615	chr1.1
12668	chr1.1
12155	chr1.1
12236	chr1.1
12700	chr1.1
12052	chr1.1
12502	chr1.1
12773	chr1.1
12562	chr1.1
12648	chr1.1
12116	chr1.1
12758	chr1.1
12448	chr1.1
12633	chr1.1
12351	chr1.1
12524	chr1.1
12008	chr1.1
12597	chr1.1
12616	chr1.1
12117	chr1.1
12503	chr1.1
12449	chr1.1
12617	chr1.1
12525	chr1.1
12352	chr1.1
12649	chr1.1
12795	chr1.1
12426	chr1.1
12156	chr1.1
12581	chr1.1
12717	chr1.1
12634	chr1.1
12650	chr1.1
12546	chr1.1
12829	chr1.1
12686	chr1.1
12599	chr1.1
12450	chr1.1
12635	chr1.1
12670	chr1.1
12760	chr1.1
12582	chr1.1
12054	chr1.1
12504	chr1.1
12564	chr1.1
12702	chr1.1
12819	chr1.1
12636	chr1.1
12158	chr1.1
12428	chr1.1
12547	chr1.1
12527	chr1.1
12354	chr1.1
12429	chr1.1
12637	chr1.1
12405	chr1.1
12652	chr1.1
12688	chr1.1
12704	chr1.1
12548	chr1.1
12481	chr1.1
12798	chr1.1
12528	chr1.1
12810	chr1.1
12529	chr1.1
12821	chr1.1
12763	chr1.1
12653	chr1.1
12507	chr1.1
12673	chr1.1
12482	chr1.1
12799	chr1.1
12721	chr1.1
12567	chr1.1
12840	chr1.1
12406	chr1.1
12638	chr1.1
12705	chr1.1
12621	chr1.1
12585	chr1.1
12549	chr1.1
12430	chr1.1
12811	chr1.1
12800	chr1.1
12690	chr1.1
12454	chr1.1
12384	chr1.1
12764	chr1.1
12483	chr1.1
12779	chr1.1
12568	chr1.1
12833	chr1.1
12674	chr1.1
12639	chr1.1
12822	chr1.1
12603	chr1.1
12654	chr1.1
12707	chr1.1
12801	chr1.1
12455	chr1.1
12587	chr1.1
12484	chr1.1
12857	chr1.1
12780	chr1.1
12509	chr1.1
12531	chr1.1
12842	chr1.1
12623	chr1.1
12569	chr1.1
12812	chr1.1
12691	chr1.1
12551	chr1.1
12834	chr1.1
12408	chr1.1
12640	chr1.1
12813	chr1.1
12532	chr1.1
12359	chr1.1
12708	chr1.1
12656	chr1.1
12850	chr1.1
12676	chr1.1
12552	chr1.1
12824	chr1.1
12843	chr1.1
12641	chr1.1
12588	chr1.1
12692	chr1.1
12605	chr1.1
12624	chr1.1
12782	chr1.1
12553	chr1.1
12851	chr1.1
12625	chr1.1
12589	chr1.1
12657	chr1.1
12677	chr1.1
12360	chr1.1
12693	chr1.1
12709	chr1.1
12725	chr1.1
12606	chr1.1
12767	chr1.1
12726	chr1.1
12487	chr1.1
12658	chr1.1
12826	chr1.1
12852	chr1.1
12572	chr1.1
12607	chr1.1
12837	chr1.1
12815	chr1.1
12678	chr1.1
12783	chr1.1
12554	chr1.1
12694	chr1.1
12710	chr1.1
12860	chr1.1
12804	chr1.1
12608	chr1.1
12838	chr1.1
12861	chr1.1
12679	chr1.1
12659	chr1.1
12816	chr1.1
12846	chr1.1
12853	chr1.1
12847	chr1.1
12696	chr1.1
12806	chr1.1
12817	chr1.1
12848	chr1.1
12855	chr1.1
12856	chr1.1
14165	chr1.1
14166	chr1.1
14142	chr1.1
14214	chr1.1
14168	chr1.1
14216	chr1.1
14217	chr1.1
14193	chr1.1
14191	chr1.1
14140	chr1.1
14117	chr1.1
14094	chr1.1
14163	chr1.1
14095	chr1.1
14213	chr1.1
14188	chr1.1
14073	chr1.1
14146	chr1.1
14170	chr1.1
14194	chr1.1
14119	chr1.1
14147	chr1.1
14074	chr1.1
14195	chr1.1
14051	chr1.1
14172	chr1.1
14196	chr1.1
14075	chr1.1
14121	chr1.1
14173	chr1.1
14122	chr1.1
14149	chr1.1
14100	chr1.1
14174	chr1.1
14150	chr1.1
14198	chr1.1
14055	chr1.1
14467	chr1.1
14175	chr1.1
14176	chr1.1
14152	chr1.1
14103	chr1.1
14177	chr1.1
14153	chr1.1
14126	chr1.1
14469	chr1.1
14080	chr1.1
14154	chr1.1
14081	chr1.1
14104	chr1.1
14179	chr1.1
14203	chr1.1
14059	chr1.1
14128	chr1.1
14204	chr1.1
14631	chr1.1
14083	chr1.1
14129	chr1.1
14060	chr1.1
14616	chr1.1
14084	chr1.1
14061	chr1.1
14107	chr1.1
14473	chr1.1
14600	chr1.1
14474	chr1.1
14617	chr1.1
14062	chr1.1
14647	chr1.1
14601	chr1.1
14085	chr1.1
14108	chr1.1
14131	chr1.1
14618	chr1.1
14634	chr1.1
14132	chr1.1
14648	chr1.1
14475	chr1.1
14649	chr1.1
14619	chr1.1
14160	chr1.1
14208	chr1.1
14133	chr1.1
14635	chr1.1
14110	chr1.1
14064	chr1.1
14087	chr1.1
14161	chr1.1
14111	chr1.1
14185	chr1.1
14134	chr1.1
14660	chr1.1
14711	chr1.1
14186	chr1.1
14681	chr1.1
14112	chr1.1
14162	chr1.1
14751	chr1.1
14731	chr1.1
14621	chr1.1
14701	chr1.1
14066	chr1.1
14721	chr1.1
14136	chr1.1
14803	chr1.1
14211	chr1.1
14752	chr1.1
14742	chr1.1
14692	chr1.1
14732	chr1.1
14722	chr1.1
14814	chr1.1
14606	chr1.1
14662	chr1.1
14622	chr1.1
14090	chr1.1
14836	chr1.1
14113	chr1.1
14652	chr1.1
14638	chr1.1
14480	chr1.1
14607	chr1.1
14703	chr1.1
14068	chr1.1
14623	chr1.1
14733	chr1.1
14091	chr1.1
14639	chr1.1
14683	chr1.1
14804	chr1.1
14114	chr1.1
14714	chr1.1
14115	chr1.1
14794	chr1.1
14816	chr1.1
14724	chr1.1
14754	chr1.1
14805	chr1.1
14092	chr1.1
14734	chr1.1
14624	chr1.1
14684	chr1.1
14674	chr1.1
14640	chr1.1
14608	chr1.1
14694	chr1.1
14481	chr1.1
14609	chr1.1
14675	chr1.1
14655	chr1.1
14828	chr1.1
14641	chr1.1
14735	chr1.1
14116	chr1.1
14725	chr1.1
14715	chr1.1
14665	chr1.1
14705	chr1.1
14755	chr1.1
14093	chr1.1
14818	chr1.1
15003	chr1.1
14807	chr1.1
14996	chr1.1
14666	chr1.1
14850	chr1.1
14756	chr1.1
14736	chr1.1
14716	chr1.1
14071	chr1.1
14686	chr1.1
14851	chr1.1
14830	chr1.1
14841	chr1.1
14643	chr1.1
14627	chr1.1
14819	chr1.1
14737	chr1.1
14611	chr1.1
14687	chr1.1
15011	chr1.1
14797	chr1.1
14757	chr1.1
14727	chr1.1
14667	chr1.1
15004	chr1.1
14808	chr1.1
14707	chr1.1
14628	chr1.1
14718	chr1.1
14698	chr1.1
14668	chr1.1
14658	chr1.1
14678	chr1.1
14758	chr1.1
14644	chr1.1
14719	chr1.1
14729	chr1.1
14699	chr1.1
14739	chr1.1
14749	chr1.1
14659	chr1.1
14799	chr1.1
15000	chr1.1
14800	chr1.1
14750	chr1.1
14700	chr1.1
14680	chr1.1
14854	chr1.1
14833	chr1.1
15049	chr1.1
14813	chr1.1
15002	chr1.1
15050	chr1.1
15089	chr1.1
15093	chr1.1
15052	chr1.1
15097	chr1.1
15085	chr1.1
15088	chr1.1
15072	chr1.1
15090	chr1.1
15076	chr1.1
15066	chr1.1
15059	chr1.1
15086	chr1.1
15203	chr1.1
15232	chr1.1
15073	chr1.1
15210	chr1.1
15240	chr1.1
15225	chr1.1
15154	chr1.1
15077	chr1.1
15083	chr1.1
15091	chr1.1
15095	chr1.1
15211	chr1.1
15226	chr1.1
15233	chr1.1
15061	chr1.1
15218	chr1.1
15190	chr1.1
15183	chr1.1
15175	chr1.1
15155	chr1.1
15234	chr1.1
15163	chr1.1
15079	chr1.1
15062	chr1.1
15069	chr1.1
15206	chr1.1
15080	chr1.1
15164	chr1.1
15171	chr1.1
15178	chr1.1
15200	chr1.1
15165	chr1.1
15071	chr1.1
15186	chr1.1
15214	chr1.1
15221	chr1.1
15229	chr1.1
15236	chr1.1
15194	chr1.1
15215	chr1.1
15166	chr1.1
15159	chr1.1
15065	chr1.1
15167	chr1.1
15188	chr1.1
15231	chr1.1
15216	chr1.1
15335	chr1.1
15209	chr1.1
15259	chr1.1
15181	chr1.1
15416	chr1.1
15529	chr1.1
15336	chr1.1
15508	chr1.1
15366	chr1.1
15400	chr1.1
15486	chr1.1
15417	chr1.1
15440	chr1.1
15464	chr1.1
15487	chr1.1
15509	chr1.1
15628	chr1.1
15338	chr1.1
15384	chr1.1
15351	chr1.1
15604	chr1.1
15262	chr1.1
15419	chr1.1
15532	chr1.1
15339	chr1.1
15654	chr1.1
15442	chr1.1
15465	chr1.1
15263	chr1.1
15369	chr1.1
15582	chr1.1
15386	chr1.1
15443	chr1.1
15466	chr1.1
15605	chr1.1
15340	chr1.1
15489	chr1.1
15403	chr1.1
15420	chr1.1
15533	chr1.1
15511	chr1.1
15655	chr1.1
15677	chr1.1
15630	chr1.1
15583	chr1.1
15534	chr1.1
15354	chr1.1
15490	chr1.1
15371	chr1.1
15388	chr1.1
15342	chr1.1
15607	chr1.1
15513	chr1.1
15535	chr1.1
15355	chr1.1
15265	chr1.1
15584	chr1.1
15343	chr1.1
15585	chr1.1
15423	chr1.1
15514	chr1.1
15680	chr1.1
15356	chr1.1
15658	chr1.1
15492	chr1.1
15608	chr1.1
15389	chr1.1
15446	chr1.1
15633	chr1.1
15469	chr1.1
15406	chr1.1
15267	chr1.1
15586	chr1.1
15537	chr1.1
15470	chr1.1
15448	chr1.1
15635	chr1.1
15587	chr1.1
15268	chr1.1
15682	chr1.1
15538	chr1.1
15516	chr1.1
15683	chr1.1
15346	chr1.1
15612	chr1.1
15360	chr1.1
15473	chr1.1
15450	chr1.1
15496	chr1.1
15393	chr1.1
15410	chr1.1
15637	chr1.1
15540	chr1.1
15684	chr1.1
15376	chr1.1
15427	chr1.1
15590	chr1.1
15474	chr1.1
15361	chr1.1
15377	chr1.1
15541	chr1.1
15519	chr1.1
15412	chr1.1
15614	chr1.1
15378	chr1.1
15591	chr1.1
15452	chr1.1
15362	chr1.1
15498	chr1.1
15542	chr1.1
15520	chr1.1
15429	chr1.1
15639	chr1.1
15395	chr1.1
15640	chr1.1
15379	chr1.1
15396	chr1.1
15499	chr1.1
15363	chr1.1
15543	chr1.1
15476	chr1.1
15592	chr1.1
15615	chr1.1
15380	chr1.1
15641	chr1.1
15477	chr1.1
15478	chr1.1
15432	chr1.1
15501	chr1.1
15716	chr1.1
15690	chr1.1
15618	chr1.1
15479	chr1.1
15704	chr1.1
15717	chr1.1
15433	chr1.1
15524	chr1.1
15643	chr1.1
15595	chr1.1
15546	chr1.1
15456	chr1.1
15596	chr1.1
15547	chr1.1
15705	chr1.1
15480	chr1.1
15434	chr1.1
15718	chr1.1
15669	chr1.1
15457	chr1.1
15692	chr1.1
15526	chr1.1
15548	chr1.1
15597	chr1.1
15719	chr1.1
15435	chr1.1
15670	chr1.1
15620	chr1.1
15482	chr1.1
15483	chr1.1
15437	chr1.1
15460	chr1.1
15694	chr1.1
15647	chr1.1
15506	chr1.1
15438	chr1.1
15648	chr1.1
15623	chr1.1
15484	chr1.1
15695	chr1.1
15461	chr1.1
15674	chr1.1
15696	chr1.1
15723	chr1.1
15736	chr1.1
15918	chr1.1
15927	chr1.1
15711	chr1.1
15952	chr1.1
15935	chr1.1
15697	chr1.1
15602	chr1.1
15961	chr1.1
15936	chr1.1
15953	chr1.1
15944	chr1.1
15910	chr1.1
15745	chr1.1
15738	chr1.1
15731	chr1.1
15954	chr1.1
15699	chr1.1
16101	chr1.1
15945	chr1.1
15726	chr1.1
15732	chr1.1
15920	chr1.1
15937	chr1.1
15739	chr1.1
15746	chr1.1
15911	chr1.1
15652	chr1.1
16109	chr1.1
16299	chr1.1
15930	chr1.1
15955	chr1.1
15727	chr1.1
16300	chr1.1
15939	chr1.1
15922	chr1.1
15956	chr1.1
15913	chr1.1
16103	chr1.1
15728	chr1.1
15749	chr1.1
15914	chr1.1
15735	chr1.1
15932	chr1.1
15957	chr1.1
15948	chr1.1
15924	chr1.1
15915	chr1.1
15941	chr1.1
15750	chr1.1
16105	chr1.1
15966	chr1.1
15949	chr1.1
15958	chr1.1
15751	chr1.1
15950	chr1.1
15942	chr1.1
16106	chr1.1
16107	chr1.1
16304	chr1.1
15968	chr1.1
